DEWP,TEMP,PRES,Iws,Ir,year,month,day,hour,cbwd,Is,pm2.5
25,26.0,1000.0,0.89,2,a0,b6,c29,d9,NW,i0,215.0
16,20.0,1016.0,0.89,0,a3,b8,c5,d22,cv,i0,118.0
7,19.0,1007.0,9.84,0,a1,b3,c13,d9,NW,i0,191.0
8,9.0,1016.0,1.79,0,a0,b9,c4,d3,NE,i0,73.0
18,20.0,994.0,25.48,0,a3,b6,c1,d5,NW,i0,11.0
16,22.0,999.0,26.82,1,a0,b4,c3,d18,SE,i0,172.0
0,28.0,1004.0,80.89,0,a0,b4,c5,d16,NW,i0,16.0
-9,1.0,1014.0,2.67,0,a1,b1,c4,d17,cv,i0,165.0
25,28.0,1007.0,27.28,0,a2,b6,c24,d15,SE,i0,60.0
-3,5.0,1027.0,1.79,0,a2,b9,c29,d8,SE,i0,29.0
-4,1.0,1027.0,2.68,0,a1,b10,c13,d22,NE,i0,235.0
8,14.0,1018.0,0.45,0,a2,b9,c19,d18,cv,i0,273.0
-16,-7.0,1029.0,7.16,0,a2,b2,c11,d6,NW,i0,79.0
17,21.0,1016.0,9.84,0,a4,b8,c24,d14,SE,i0,157.0
14,24.0,1008.0,1.79,0,a2,b4,c3,d9,NE,i0,134.0
-7,-2.0,1019.0,0.89,0,a2,b2,c3,d22,NE,i0,170.0
20,25.0,1011.0,1.79,0,a0,b8,c5,d9,NW,i0,150.0
-12,-5.0,1031.0,0.89,0,a3,b11,c21,d20,NE,i0,325.0
15,25.0,1015.0,11.18,0,a1,b8,c24,d15,SE,i0,260.0
14,25.0,1012.0,3.13,0,a0,b8,c11,d9,NE,i0,110.0
9,14.0,1024.0,1.79,0,a1,b10,c3,d10,NW,i0,85.0
19,29.0,1013.0,18.78,0,a0,b7,c23,d15,SE,i0,117.0
6,27.0,1013.0,3.58,0,a1,b8,c21,d17,SE,i0,26.0
17,24.0,1005.0,0.45,0,a4,b6,c22,d4,cv,i0,23.0
-8,-1.0,1023.0,47.83,0,a2,b2,c9,d0,SE,i0,89.0
-7,-6.0,1024.0,0.89,0,a3,b1,c4,d21,cv,i0,136.0
19,24.0,1004.0,18.78,0,a3,b5,c15,d10,SE,i0,165.0
25,25.0,1008.0,11.63,2,a2,b6,c24,d10,SE,i0,122.0
-1,5.0,1012.0,0.89,0,a0,b10,c10,d0,cv,i0,213.0
21,21.0,1008.0,4.92,9,a2,b7,c0,d13,NE,i0,19.0
-8,7.0,1027.0,3.58,0,a1,b2,c25,d9,SE,i0,178.0
-11,0.0,1024.0,1.79,0,a1,b2,c9,d1,NW,i0,51.0
-6,15.0,1018.0,1.78,0,a1,b10,c9,d13,cv,i0,42.0
24,27.0,1006.0,0.89,0,a3,b7,c10,d5,cv,i0,172.0
-7,5.0,1025.0,18.78,0,a1,b1,c17,d19,SE,i0,203.0
-3,14.0,1025.0,42.47,0,a4,b9,c20,d13,SE,i0,37.0
23,26.0,1011.0,3.13,0,a2,b7,c30,d22,SE,i0,180.0
17,22.0,1003.0,15.2,0,a0,b5,c17,d19,SE,i0,100.0
-5,-1.0,1024.0,1.78,0,a4,b2,c2,d2,cv,i0,193.0
24,29.0,1004.0,2.67,0,a3,b7,c14,d9,cv,i0,76.0
24,26.0,1006.0,15.2,0,a0,b6,c26,d6,SE,i0,224.0
19,20.0,1006.0,1.79,11,a0,b6,c9,d1,SE,i0,40.0
-10,-3.0,1023.0,9.39,0,a3,b10,c19,d4,NW,i0,134.0
-22,13.0,1017.0,13.86,0,a4,b2,c12,d16,SE,i0,20.0
19,31.0,1000.0,8.94,0,a2,b6,c3,d16,SE,i0,114.0
-2,13.0,1007.0,5.37,0,a2,b4,c14,d4,NW,i0,46.0
-9,11.0,1026.0,164.05,0,a4,b10,c1,d9,NW,i0,7.0
4,14.0,1027.0,12.97,0,a4,b8,c28,d22,SE,i0,17.0
4,31.0,1009.0,1.79,0,a0,b4,c24,d15,cv,i0,45.0
1,28.0,998.0,136.78,0,a4,b4,c26,d20,NW,i0,11.0
10,18.0,1010.0,0.89,0,a2,b4,c4,d0,cv,i0,50.0
-14,5.0,1015.0,61.25,0,a3,b10,c24,d2,NW,i0,24.0
2,13.0,1011.0,32.18,0,a1,b9,c14,d2,NW,i0,14.0
-10,10.0,1018.0,46.48,0,a0,b2,c30,d22,NW,i0,71.0
11,29.0,1013.0,8.04,0,a2,b7,c23,d13,SE,i0,66.0
-21,-4.0,1033.0,307.59,0,a2,b1,c16,d20,NW,i0,11.0
-9,-6.0,1020.0,0.89,0,a0,b10,c25,d8,cv,i0,94.0
19,35.0,1002.0,1.79,0,a1,b6,c30,d16,cv,i0,41.0
0,5.0,1028.0,25.48,0,a1,b10,c27,d18,SE,i0,93.0
-2,20.0,1023.0,22.35,0,a3,b9,c1,d11,NW,i0,5.0
23,29.0,994.0,1.79,0,a2,b6,c10,d14,NE,i0,76.0
25,28.0,998.0,0.89,0,a3,b7,c16,d2,NE,i0,145.0
-20,2.0,1021.0,4.92,0,a0,b1,c17,d19,SE,i0,47.0
2,12.0,1012.0,62.12,0,a2,b3,c16,d3,SE,i0,80.0
16,22.0,1013.0,38.0,0,a3,b5,c3,d10,SE,i0,147.0
-4,15.0,1016.0,6.71,0,a3,b3,c29,d23,SE,i0,38.0
11,17.0,1013.0,1.78,0,a3,b4,c16,d6,cv,i0,114.0
-2,4.0,999.0,8.05,0,a3,b2,c8,d8,NW,i0,124.0
2,18.0,1014.0,4.02,0,a1,b9,c15,d9,NE,i0,12.0
20,23.0,994.0,12.07,0,a3,b6,c3,d6,NW,i0,33.0
-2,-1.0,1028.0,6.71,0,a1,b9,c23,d5,NW,i0,15.0
7,23.0,1004.0,28.61,0,a0,b4,c7,d17,SE,i0,114.0
17,24.0,1010.0,2.23,0,a0,b5,c24,d8,cv,i0,140.0
18,21.0,1004.0,0.89,0,a3,b7,c25,d4,NE,i0,74.0
-15,4.0,1027.0,37.11,0,a4,b1,c26,d3,NW,i0,17.0
-3,3.0,1020.0,19.22,0,a3,b2,c19,d19,SE,i0,91.0
18,19.0,1012.0,1.78,1,a3,b5,c4,d7,cv,i0,109.0
15,28.0,1006.0,32.19,0,a4,b6,c24,d21,SE,i0,61.0
-20,1.0,1013.0,1.79,0,a3,b11,c30,d1,SE,i0,87.0
-24,4.0,1031.0,142.59,0,a1,b2,c20,d22,NW,i0,23.0
-3,17.0,1007.0,12.97,0,a1,b2,c11,d16,SE,i0,225.0
0,7.0,1011.0,1.78,0,a4,b2,c24,d4,NW,i0,320.0
17,21.0,1014.0,0.89,0,a3,b8,c21,d19,SE,i0,137.0
-3,7.0,1000.0,12.07,0,a3,b2,c8,d9,NW,i0,136.0
3,18.0,1009.0,159.59,0,a1,b9,c14,d23,NW,i0,20.0
-10,-1.0,1026.0,4.92,0,a4,b2,c3,d7,NW,i0,4.0
12,20.0,1000.0,0.89,0,a2,b5,c10,d7,cv,i0,54.0
-14,5.0,1020.0,17.43,0,a0,b3,c1,d7,NW,i0,27.0
10,11.0,1019.0,1.78,0,a0,b9,c22,d3,cv,i0,158.0
-17,-4.0,1030.0,4.92,0,a2,b1,c25,d7,NE,i0,29.0
11,12.0,1020.0,1.79,0,a0,b9,c22,d10,NW,i0,188.0
9,27.0,999.0,12.96,0,a1,b4,c29,d18,SE,i0,28.0
24,27.0,997.0,1.78,1,a3,b7,c15,d7,cv,i0,68.0
-28,-10.0,1034.0,278.04,0,a2,b1,c6,d3,NW,i0,7.0
20,29.0,1006.0,0.89,0,a3,b6,c16,d11,cv,i0,60.0
-9,-1.0,1030.0,4.9,0,a4,b11,c25,d17,cv,i0,234.0
-18,-10.0,1029.0,15.2,0,a1,b0,c21,d8,NW,i0,88.0
23,24.0,1003.0,1.79,2,a2,b6,c5,d14,cv,i0,153.0
5,14.0,1022.0,0.89,0,a2,b9,c28,d12,cv,i0,67.0
-14,-2.0,1030.0,13.42,0,a1,b1,c13,d20,SE,i0,46.0
11,22.0,1007.0,1.79,0,a2,b4,c26,d7,SE,i0,84.0
16,20.0,1010.0,23.24,0,a4,b5,c22,d6,NW,i0,25.0
-15,-1.0,1026.0,11.63,0,a3,b10,c18,d6,NE,i0,15.0
-22,-2.0,1026.0,16.09,0,a2,b1,c7,d11,NW,i0,27.0
9,12.0,1015.0,5.81,0,a4,b4,c7,d3,SE,i0,128.0
20,27.0,1014.0,4.47,0,a0,b8,c1,d18,SE,i0,112.0
18,26.0,1003.0,40.24,0,a1,b5,c20,d2,SE,i0,158.0
-18,1.0,1027.0,1.79,0,a1,b0,c6,d15,SE,i0,56.0
-2,1.0,1022.0,4.47,0,a1,b10,c27,d1,NW,i0,289.0
-21,-4.0,1031.0,63.03,0,a3,b0,c7,d18,NW,i0,19.0
4,23.0,1006.0,1.79,0,a4,b2,c27,d14,cv,i0,53.0
18,24.0,1016.0,6.26,0,a0,b8,c1,d9,NW,i0,59.0
-12,4.0,1022.0,3.58,0,a3,b2,c27,d7,NW,i0,25.0
-23,-9.0,1038.0,14.3,0,a0,b1,c11,d7,NW,i0,11.0
23,23.0,1001.0,0.89,0,a1,b6,c2,d3,NE,i0,195.0
19,23.0,1008.0,17.43,0,a1,b5,c16,d23,SE,i0,142.0
8,12.0,1022.0,0.89,0,a4,b3,c27,d2,NE,i0,39.0
13,15.0,1010.0,1.79,0,a2,b8,c16,d23,NW,i0,74.0
15,18.0,1017.0,0.89,0,a3,b9,c0,d0,SE,i0,173.0
10,17.0,1011.0,1.34,0,a2,b4,c9,d1,cv,i0,142.0
-7,3.0,1036.0,1.78,0,a0,b9,c25,d20,cv,i0,35.0
21,21.0,1003.0,7.15,21,a1,b6,c29,d5,NW,i0,36.0
15,21.0,1007.0,0.89,0,a4,b8,c2,d22,cv,i0,19.0
-15,5.0,1031.0,1.79,0,a1,b2,c8,d9,NW,i0,34.0
18,20.0,1012.0,0.89,0,a0,b8,c14,d5,cv,i0,414.0
17,27.0,1003.0,28.6,0,a3,b5,c22,d22,SE,i0,68.0
8,11.0,1016.0,0.89,0,a2,b9,c0,d0,cv,i0,41.0
-16,6.0,1025.0,331.67,0,a1,b2,c14,d20,NW,i0,16.0
11,29.0,1012.0,25.93,0,a3,b4,c23,d14,NE,i0,58.0
-3,1.0,998.0,4.92,0,a3,b2,c8,d7,NW,i0,122.0
7,11.0,1005.0,0.89,0,a2,b3,c14,d6,NE,i0,114.0
13,18.0,1015.0,9.83,1,a2,b4,c30,d18,NW,i0,37.0
4,9.0,1010.0,12.97,0,a2,b2,c15,d18,SE,i0,315.0
23,32.0,1003.0,24.14,0,a3,b7,c13,d17,SE,i0,80.0
14,20.0,1013.0,0.89,0,a3,b4,c24,d1,NE,i0,37.0
22,23.0,1006.0,0.89,0,a1,b7,c16,d2,NE,i0,67.0
14,16.0,1005.0,4.92,0,a4,b5,c5,d23,NW,i0,17.0
7,39.0,997.0,3.57,0,a4,b4,c28,d13,cv,i0,29.0
6,21.0,1019.0,10.28,0,a3,b9,c7,d13,SE,i0,60.0
-15,1.0,1033.0,1.79,0,a1,b11,c24,d11,NE,i0,48.0
20,26.0,1009.0,30.85,0,a4,b8,c4,d19,SE,i0,88.0
-5,-5.0,1018.0,0.89,0,a3,b1,c26,d5,NW,i0,403.0
-8,-4.0,1021.0,0.89,0,a4,b0,c3,d21,cv,i0,217.0
-5,7.0,1017.0,46.93,0,a3,b2,c21,d19,SE,i0,74.0
13,14.0,1017.0,14.74,0,a2,b3,c19,d11,SE,i0,172.0
-12,-6.0,1027.0,0.89,0,a3,b0,c18,d3,NE,i0,253.0
-25,-13.0,1038.0,8.94,0,a2,b0,c21,d2,NW,i0,19.0
14,24.0,1006.0,28.61,0,a0,b5,c25,d23,SE,i0,91.0
18,30.0,1010.0,0.89,0,a0,b8,c5,d13,cv,i0,103.0
-8,1.0,1021.0,10.28,0,a4,b10,c27,d4,NW,i0,52.0
-11,-6.0,1026.0,4.91,0,a3,b0,c18,d0,NW,i0,412.0
-9,6.0,1024.0,0.89,0,a4,b1,c27,d15,cv,i0,103.0
-7,-5.0,1011.0,2.23,0,a0,b1,c22,d4,cv,i0,117.0
-4,-1.0,1031.0,24.14,0,a3,b2,c13,d2,SE,i0,77.0
14,28.0,1007.0,6.26,0,a4,b5,c3,d11,SE,i0,60.0
-21,1.0,1025.0,9.84,0,a4,b0,c24,d7,NW,i0,32.0
11,14.0,999.0,0.89,0,a2,b5,c10,d5,cv,i0,37.0
-21,-1.0,1032.0,105.94,0,a1,b0,c13,d15,NW,i0,20.0
-15,9.0,1017.0,87.16,0,a0,b11,c18,d18,NW,i0,34.0
7,12.0,1024.0,2.68,0,a4,b9,c29,d10,NE,i0,156.0
12,12.0,1014.0,0.89,0,a0,b9,c6,d4,cv,i0,418.0
-9,0.0,1022.0,0.89,0,a0,b3,c2,d1,cv,i0,53.0
-22,-7.0,1030.0,4.92,0,a0,b11,c24,d10,NE,i0,25.0
14,25.0,1006.0,2.68,0,a1,b4,c10,d11,cv,i0,99.0
9,29.0,996.0,4.02,0,a1,b6,c6,d14,cv,i0,16.0
-3,2.0,1017.0,23.24,0,a1,b1,c23,d1,NW,i0,424.0
-13,-10.0,1032.0,1.79,0,a3,b0,c7,d8,NE,i0,159.0
18,20.0,998.0,0.89,0,a1,b5,c26,d4,cv,i0,57.0
-13,13.0,1025.0,3.13,0,a1,b2,c24,d17,SE,i0,18.0
-11,-4.0,1028.0,1.79,0,a0,b10,c24,d8,NW,i0,62.0
21,25.0,1008.0,11.62,0,a2,b7,c1,d8,NW,i0,9.0
-11,10.0,1030.0,159.15,0,a0,b9,c24,d18,NW,i0,12.0
21,24.0,1014.0,32.19,0,a0,b7,c20,d0,SE,i0,45.0
4,13.0,1014.0,8.05,0,a4,b3,c7,d1,SE,i0,194.0
-16,11.0,1027.0,107.3,0,a1,b3,c0,d14,NE,i0,15.0
-22,-7.0,1033.0,92.97,0,a1,b0,c17,d21,NW,i0,25.0
-13,-4.0,1035.0,3.58,0,a4,b1,c17,d5,SE,i0,65.0
24,25.0,1003.0,1.34,4,a3,b6,c8,d7,cv,i0,140.0
-22,0.0,1027.0,2.68,0,a0,b1,c1,d15,cv,i0,32.0
13,19.0,1015.0,0.89,0,a3,b8,c1,d2,cv,i0,89.0
18,23.0,1008.0,1.79,0,a4,b7,c12,d17,cv,i0,19.0
16,23.0,1014.0,8.5,0,a4,b8,c11,d18,SE,i0,54.0
-1,0.0,1012.0,12.07,0,a0,b11,c0,d23,NW,i0,275.0
-18,-4.0,1032.0,21.46,0,a4,b1,c9,d20,SE,i0,47.0
-7,2.0,1013.0,1.78,0,a0,b11,c20,d10,cv,i0,224.0
9,31.0,1006.0,53.19,0,a4,b4,c21,d19,SE,i0,40.0
-6,1.0,1031.0,0.89,0,a4,b10,c16,d22,SE,i0,66.0
-22,-15.0,1036.0,26.39,0,a3,b0,c3,d5,NW,i0,62.0
19,23.0,997.0,4.02,0,a3,b5,c26,d2,NW,i0,111.0
23,25.0,1007.0,0.89,0,a0,b7,c10,d0,cv,i0,182.0
6,10.0,1015.0,19.22,0,a1,b8,c21,d6,NW,i0,36.0
21,31.0,1008.0,3.13,0,a2,b6,c23,d16,SE,i0,75.0
9,21.0,1017.0,22.34,0,a3,b9,c2,d15,SE,i0,81.0
-1,0.0,1015.0,0.89,0,a0,b11,c0,d7,NE,i0,245.0
-12,-6.0,1030.0,0.89,0,a1,b11,c30,d23,cv,i0,283.0
-20,4.0,1030.0,19.22,0,a1,b0,c30,d11,NW,i0,19.0
14,26.0,1004.0,4.02,0,a4,b6,c12,d7,NW,i0,17.0
-9,22.0,1013.0,121.58,0,a3,b3,c24,d13,NW,i0,9.0
-24,3.0,1028.0,1.79,0,a0,b2,c4,d16,cv,i0,16.0
-18,-6.0,1032.0,8.05,0,a0,b0,c22,d3,NW,i0,20.0
15,16.0,1014.0,22.8,4,a0,b8,c19,d22,NE,i0,56.0
-14,7.0,1017.0,4.02,0,a1,b1,c7,d16,SE,i0,27.0
18,24.0,1007.0,8.05,0,a1,b6,c9,d7,SE,i0,82.0
-3,-1.0,1015.0,4.92,0,a2,b1,c21,d6,NW,i0,173.0
15,28.0,999.0,12.52,0,a3,b5,c16,d19,SE,i0,46.0
-21,6.0,1019.0,0.89,0,a3,b10,c25,d11,cv,i0,16.0
22,25.0,1009.0,1.34,0,a0,b6,c13,d21,cv,i0,167.0
22,29.0,1007.0,12.08,0,a4,b6,c4,d12,SE,i0,96.0
0,19.0,1002.0,8.05,0,a1,b3,c14,d0,NW,i0,53.0
-12,4.0,1012.0,8.94,0,a1,b1,c6,d14,SE,i0,117.0
-24,-8.0,1037.0,102.38,0,a1,b0,c28,d2,NW,i0,10.0
-22,1.0,1026.0,23.7,0,a2,b1,c9,d18,SE,i0,23.0
-20,2.0,1028.0,3.13,0,a3,b1,c13,d20,SE,i0,54.0
-16,-2.0,1029.0,1.79,0,a0,b2,c8,d23,SE,i0,51.0
-8,-6.0,1025.0,6.25,0,a1,b1,c14,d22,NE,i0,331.0
-7,-2.0,1030.0,15.65,0,a4,b1,c6,d2,SE,i0,101.0
-4,0.0,1021.0,1.79,0,a1,b10,c25,d23,NW,i0,322.0
12,14.0,1014.0,0.89,30,a0,b8,c17,d2,cv,i0,19.0
-8,16.0,1012.0,1.79,0,a4,b3,c3,d11,SE,i0,55.0
10,11.0,1024.0,5.36,0,a2,b9,c5,d5,NW,i0,147.0
18,23.0,1010.0,38.89,0,a1,b7,c16,d22,NW,i0,19.0
15,19.0,1007.0,0.89,0,a1,b5,c11,d6,NE,i0,10.0
9,26.0,1021.0,0.89,0,a2,b8,c14,d12,cv,i0,26.0
-14,-11.0,1028.0,0.89,0,a0,b0,c17,d6,NW,i0,234.0
4,4.0,1014.0,1.78,0,a2,b2,c15,d9,cv,i0,263.0
21,28.0,1006.0,1.79,0,a3,b6,c11,d10,NE,i0,70.0
-7,-3.0,1018.0,2.68,0,a2,b2,c3,d23,NE,i0,189.0
-3,5.0,1030.0,2.67,0,a3,b10,c3,d2,cv,i0,19.0
15,16.0,1011.0,4.92,0,a4,b8,c2,d5,NW,i0,7.0
-10,10.0,1016.0,25.92,0,a3,b10,c15,d7,NW,i0,43.0
5,26.0,1013.0,4.02,0,a4,b4,c16,d12,SE,i0,95.0
8,32.0,1000.0,38.44,0,a1,b5,c1,d19,SE,i0,92.0
-5,-3.0,1022.0,11.63,0,a3,b0,c27,d19,SE,i0,446.0
-1,15.0,1020.0,17.43,0,a0,b10,c3,d18,SE,i0,43.0
-12,3.0,1033.0,59.91,0,a1,b11,c6,d16,NW,i0,18.0
16,18.0,1010.0,0.89,0,a4,b8,c19,d0,cv,i0,144.0
1,14.0,1014.0,2.67,0,a3,b3,c28,d7,cv,i0,21.0
3,5.0,1028.0,55.86,0,a1,b10,c1,d6,NW,i0,29.0
-19,-11.0,1030.0,16.1,0,a0,b1,c12,d5,NW,i0,23.0
-1,18.0,1014.0,66.14,0,a1,b9,c15,d18,NW,i0,6.0
12,13.0,1022.0,0.89,0,a1,b9,c19,d9,cv,i0,278.0
22,26.0,1002.0,1.79,0,a4,b6,c7,d7,NE,i0,144.0
5,25.0,1009.0,21.91,0,a4,b3,c28,d18,SE,i0,99.0
-20,11.0,1022.0,0.89,0,a4,b3,c2,d22,cv,i0,20.0
-7,0.0,1027.0,0.45,0,a3,b10,c21,d0,cv,i0,232.0
-1,8.0,1013.0,0.89,0,a2,b2,c28,d6,cv,i0,80.0
22,24.0,1006.0,0.89,0,a1,b7,c16,d0,cv,i0,45.0
-26,0.0,1024.0,143.04,0,a3,b11,c27,d23,NW,i0,48.0
24,24.0,1001.0,11.17,5,a2,b6,c20,d15,NE,i0,164.0
-18,-3.0,1028.0,10.28,0,a3,b1,c9,d0,NE,i0,71.0
10,30.0,1005.0,20.56,0,a4,b4,c17,d16,SE,i0,77.0
14,16.0,1015.0,1.78,0,a3,b4,c5,d3,cv,i0,301.0
-4,-1.0,1023.0,293.41,0,a0,b10,c15,d19,NW,i0,135.0
-6,14.0,1019.0,61.24,0,a4,b10,c0,d19,NW,i0,15.0
-3,-1.0,1014.0,0.89,0,a2,b1,c21,d7,cv,i0,174.0
23,26.0,1010.0,51.41,0,a0,b6,c24,d4,SE,i0,201.0
12,16.0,1024.0,0.89,0,a3,b9,c7,d2,cv,i0,66.0
-9,-6.0,1031.0,6.71,0,a2,b1,c14,d1,SE,i0,129.0
14,20.0,1005.0,20.11,0,a2,b5,c13,d8,NW,i0,14.0
3,12.0,1021.0,3.58,0,a3,b3,c20,d10,SE,i0,153.0
20,22.0,999.0,1.78,0,a3,b7,c28,d2,cv,i0,113.0
5,19.0,1011.0,29.06,0,a1,b4,c6,d23,SE,i0,50.0
10,27.0,1016.0,21.46,0,a1,b8,c25,d16,SE,i0,107.0
-6,-5.0,1024.0,0.89,0,a3,b0,c21,d23,cv,i7,437.0
-1,16.0,1025.0,0.89,0,a1,b9,c16,d9,cv,i0,12.0
-5,0.0,1018.0,3.12,0,a1,b1,c21,d23,cv,i0,406.0
23,25.0,1003.0,1.79,1,a3,b6,c8,d12,NE,i0,63.0
-13,-3.0,1038.0,1.79,0,a1,b11,c25,d10,NE,i0,49.0
-28,3.0,1029.0,11.17,0,a3,b11,c13,d12,NE,i0,26.0
16,24.0,1005.0,4.92,0,a4,b4,c18,d11,SE,i0,134.0
22,25.0,995.0,10.28,0,a2,b6,c10,d21,NW,i0,29.0
-13,-3.0,1018.0,0.89,0,a4,b11,c29,d7,cv,i0,13.0
-19,4.0,1030.0,7.16,0,a3,b2,c1,d16,SE,i0,56.0
25,27.0,1004.0,10.29,0,a2,b7,c7,d3,SE,i0,106.0
-26,1.0,1038.0,0.89,0,a4,b0,c11,d12,cv,i0,10.0
11,22.0,1010.0,33.08,0,a2,b8,c11,d8,NW,i0,10.0
-5,8.0,1024.0,1.79,0,a4,b1,c24,d14,SE,i0,389.0
8,29.0,1012.0,8.94,0,a4,b7,c25,d20,SE,i0,27.0
-2,9.0,1026.0,3.13,0,a3,b9,c19,d3,NE,i0,30.0
16,18.0,1014.0,0.89,0,a4,b8,c13,d2,cv,i0,76.0
-1,6.0,1026.0,4.92,1,a0,b2,c23,d20,NW,i0,52.0
-10,-3.0,1013.0,0.89,0,a0,b11,c20,d6,cv,i0,346.0
-32,0.0,1023.0,97.0,0,a3,b11,c11,d15,NW,i0,13.0
3,9.0,1020.0,0.89,0,a2,b9,c21,d19,cv,i0,32.0
21,22.0,1010.0,89.86,0,a2,b6,c17,d6,SE,i0,54.0
-23,0.0,1028.0,84.92,0,a3,b11,c27,d12,NW,i0,11.0
-11,-1.0,1027.0,4.46,0,a0,b0,c16,d15,cv,i0,166.0
-3,8.0,1018.0,0.89,0,a2,b3,c5,d7,NE,i0,38.0
5,10.0,1021.0,3.13,0,a3,b8,c23,d22,NW,i0,29.0
-9,-4.0,1034.0,13.86,0,a0,b2,c5,d22,SE,i0,69.0
25,26.0,999.0,4.47,0,a1,b6,c24,d20,SE,i0,63.0
10,19.0,1022.0,1.79,0,a1,b8,c8,d21,SE,i0,32.0
16,18.0,1009.0,0.89,0,a0,b8,c9,d7,NE,i0,73.0
-13,2.0,1019.0,3.13,0,a2,b2,c6,d2,SE,i0,34.0
15,15.0,1021.0,2.68,0,a4,b9,c10,d1,SE,i0,303.0
14,31.0,1006.0,3.13,0,a0,b7,c1,d16,SE,i0,36.0
22,30.0,1004.0,89.85,0,a4,b6,c28,d9,SE,i0,151.0
-12,0.0,1023.0,6.26,0,a4,b0,c25,d20,SE,i0,106.0
14,30.0,1000.0,24.58,0,a3,b6,c15,d11,NW,i0,9.0
8,15.0,1010.0,1.78,0,a2,b4,c4,d4,cv,i0,69.0
-19,-3.0,1034.0,3.13,0,a1,b11,c20,d23,cv,i0,16.0
-7,22.0,1012.0,161.82,0,a1,b4,c12,d22,NW,i0,72.0
21,29.0,996.0,14.76,0,a3,b5,c25,d14,SE,i0,147.0
-4,9.0,1030.0,0.89,0,a4,b10,c6,d16,cv,i0,18.0
22,24.0,1002.0,0.89,1,a0,b7,c3,d6,cv,i0,178.0
11,23.0,1011.0,4.02,0,a2,b4,c10,d2,SE,i0,263.0
16,28.0,1005.0,10.29,0,a2,b6,c14,d20,SE,i0,38.0
21,23.0,1007.0,3.13,2,a1,b8,c0,d1,NE,i0,96.0
15,20.0,1014.0,5.37,0,a4,b8,c10,d1,SE,i0,61.0
-22,5.0,1015.0,130.51,0,a3,b11,c29,d18,NW,i0,36.0
-13,4.0,1027.0,1.79,0,a3,b1,c19,d13,NW,i0,126.0
7,8.0,1021.0,1.34,0,a2,b10,c2,d0,cv,i0,228.0
-22,7.0,1020.0,4.02,0,a2,b1,c18,d16,SE,i0,33.0
-14,7.0,1021.0,81.34,0,a0,b3,c0,d2,NW,i0,49.0
20,31.0,1000.0,3.13,0,a2,b6,c3,d14,cv,i0,85.0
-1,11.0,1013.0,90.3,0,a1,b3,c23,d4,NW,i0,15.0
6,13.0,1008.0,0.9,0,a2,b3,c13,d7,cv,i0,92.0
3,4.0,1016.0,50.96,3,a2,b2,c16,d20,SE,i0,219.0
-6,-1.0,1023.0,0.45,0,a0,b10,c8,d7,cv,i0,39.0
-13,2.0,1021.0,156.91,0,a0,b10,c20,d21,NW,i0,19.0
22,25.0,1003.0,1.79,1,a2,b6,c5,d13,SE,i0,155.0
-22,-11.0,1026.0,2.68,0,a2,b0,c24,d1,NW,i0,45.0
17,21.0,1014.0,5.34,0,a1,b8,c27,d13,cv,i0,302.0
7,16.0,1016.0,1.78,0,a4,b3,c27,d22,cv,i0,105.0
-8,2.0,1017.0,1.78,0,a2,b2,c22,d21,cv,i0,24.0
-2,0.0,1012.0,15.2,0,a0,b11,c1,d0,NW,i0,270.0
19,21.0,1010.0,1.79,0,a0,b8,c5,d1,SE,i0,148.0
9,12.0,1016.0,1.79,2,a3,b4,c2,d2,SE,i0,82.0
20,21.0,1013.0,1.78,0,a4,b7,c30,d8,cv,i0,79.0
21,26.0,1006.0,0.89,1,a4,b6,c23,d10,cv,i0,90.0
-9,1.0,1011.0,0.89,0,a4,b2,c14,d6,NW,i0,87.0
20,24.0,1000.0,1.78,0,a0,b6,c2,d2,cv,i0,54.0
-18,1.0,1024.0,3.13,0,a0,b11,c6,d2,NW,i0,45.0
18,22.0,1004.0,13.86,0,a4,b7,c10,d3,NW,i0,53.0
21,29.0,1001.0,0.89,0,a3,b6,c27,d9,cv,i0,48.0
-10,-9.0,1024.0,1.79,0,a3,b0,c11,d23,NW,i0,805.0
-3,-3.0,1029.0,8.95,0,a1,b11,c3,d18,SE,i0,498.0
-26,-5.0,1027.0,202.48,0,a2,b11,c7,d16,NW,i0,14.0
-10,9.0,1020.0,93.88,0,a3,b3,c4,d19,NW,i0,9.0
24,27.0,1000.0,13.42,0,a2,b6,c0,d9,SE,i0,145.0
17,34.0,1001.0,37.09,0,a4,b6,c27,d17,SE,i0,80.0
-10,-3.0,1021.0,14.31,0,a4,b11,c22,d9,NW,i0,88.0
11,12.0,1017.0,1.78,0,a4,b9,c2,d1,cv,i0,115.0
-13,21.0,1018.0,21.01,0,a0,b3,c22,d16,NW,i0,16.0
13,26.0,1013.0,8.05,0,a3,b8,c9,d10,NW,i0,35.0
8,10.0,1023.0,10.28,0,a1,b9,c18,d8,NW,i0,96.0
19,28.0,1003.0,3.13,0,a0,b5,c29,d13,SE,i0,162.0
26,33.0,1002.0,1.79,0,a1,b7,c8,d14,SE,i0,195.0
20,22.0,1000.0,12.07,0,a0,b6,c1,d1,NW,i0,43.0
-13,-6.0,1014.0,1.79,0,a0,b11,c16,d23,NW,i0,379.0
-9,4.0,1020.0,3.58,0,a3,b11,c3,d23,NW,i0,106.0
-3,-2.0,1021.0,7.16,0,a3,b1,c2,d11,SE,i6,181.0
