year,month,day,hour,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5
a4,b9,c6,d9,7,13.0,1022.0,NE,1.79,i0,0,66.0
a4,b9,c6,d10,7,15.0,1021.0,NE,3.58,i0,0,66.0
a4,b9,c6,d11,8,16.0,1021.0,cv,1.79,i0,0,82.0
a4,b9,c6,d12,9,18.0,1020.0,cv,2.68,i0,0,104.0
a4,b9,c6,d13,8,19.0,1019.0,cv,3.57,i0,0,118.0
a4,b9,c6,d14,9,20.0,1019.0,cv,4.46,i0,0,140.0
a4,b9,c6,d15,9,21.0,1018.0,SE,1.79,i0,0,158.0
a4,b9,c6,d16,9,20.0,1018.0,SE,4.92,i0,0,179.0
a4,b9,c6,d17,10,19.0,1018.0,SE,5.81,i0,0,182.0
a4,b9,c6,d18,11,16.0,1018.0,cv,0.89,i0,0,189.0
a4,b9,c6,d19,12,14.0,1019.0,cv,1.34,i0,0,220.0
a4,b9,c6,d20,12,13.0,1019.0,SE,0.89,i0,0,245.0
a4,b9,c6,d21,11,12.0,1019.0,NE,0.89,i0,0,255.0
a4,b9,c6,d22,11,12.0,1020.0,cv,0.89,i0,0,284.0
a4,b9,c6,d23,11,12.0,1020.0,cv,1.78,i0,0,326.0
a4,b9,c7,d0,11,12.0,1020.0,cv,2.23,i0,0,301.0
a4,b9,c7,d1,11,12.0,1020.0,cv,3.12,i0,0,289.0
a4,b9,c7,d2,11,12.0,1020.0,cv,3.57,i0,0,269.0
a4,b9,c7,d3,10,12.0,1020.0,NW,1.79,i0,0,249.0
a4,b9,c7,d4,11,12.0,1019.0,NW,2.68,i0,0,232.0
a4,b9,c7,d5,10,11.0,1020.0,NW,3.57,i0,0,222.0
a4,b9,c7,d6,10,12.0,1019.0,NE,0.89,i0,0,217.0
a4,b9,c7,d7,11,13.0,1020.0,NW,0.89,i0,0,215.0
a4,b9,c7,d8,11,13.0,1020.0,NW,2.68,i0,1,243.0
a4,b9,c7,d9,11,14.0,1021.0,NW,5.81,i0,0,224.0
a4,b9,c7,d10,11,16.0,1021.0,cv,0.89,i0,0,236.0
a4,b9,c7,d11,11,17.0,1020.0,SE,1.79,i0,0,256.0
a4,b9,c7,d12,12,17.0,1019.0,NE,1.79,i0,0,272.0
a4,b9,c7,d13,12,19.0,1019.0,cv,0.89,i0,0,266.0
a4,b9,c7,d14,13,19.0,1018.0,SE,1.79,i0,0,280.0
a4,b9,c7,d15,13,20.0,1017.0,SE,4.92,i0,0,320.0
a4,b9,c7,d16,14,20.0,1017.0,cv,0.89,i0,0,364.0
a4,b9,c7,d17,15,18.0,1017.0,NE,0.89,i0,0,383.0
a4,b9,c7,d18,14,16.0,1017.0,NE,1.78,i0,0,402.0
a4,b9,c7,d19,14,15.0,1018.0,NE,2.67,i0,0,396.0
a4,b9,c7,d20,14,15.0,1018.0,cv,0.89,i0,0,419.0
a4,b9,c7,d21,13,14.0,1019.0,NE,0.89,i0,0,432.0
a4,b9,c7,d22,13,14.0,1019.0,cv,0.89,i0,0,432.0
a4,b9,c7,d23,13,13.0,1019.0,cv,1.34,i0,0,406.0
a4,b9,c8,d0,12,14.0,1019.0,NE,1.79,i0,0,388.0
a4,b9,c8,d1,12,13.0,1019.0,cv,0.45,i0,0,368.0
a4,b9,c8,d2,12,12.0,1019.0,NE,1.79,i0,0,355.0
a4,b9,c8,d3,12,12.0,1018.0,NE,2.68,i0,0,349.0
a4,b9,c8,d4,11,12.0,1019.0,SE,0.89,i0,0,353.0
a4,b9,c8,d5,11,12.0,1019.0,NE,0.89,i0,0,345.0
a4,b9,c8,d6,11,11.0,1019.0,NW,0.89,i0,0,341.0
a4,b9,c8,d7,11,12.0,1020.0,cv,0.45,i0,0,337.0
a4,b9,c8,d8,13,13.0,1020.0,NW,0.89,i0,0,342.0
a4,b9,c8,d9,14,15.0,1021.0,NE,0.89,i0,0,342.0
a4,b9,c8,d10,14,17.0,1021.0,cv,0.89,i0,0,334.0
a4,b9,c8,d11,14,19.0,1021.0,NE,1.79,i0,0,337.0
a4,b9,c8,d12,14,20.0,1020.0,cv,0.89,i0,0,343.0
a4,b9,c8,d13,14,21.0,1019.0,cv,1.78,i0,0,350.0
a4,b9,c8,d14,15,22.0,1019.0,cv,2.67,i0,0,364.0
a4,b9,c8,d15,15,22.0,1018.0,SE,1.79,i0,0,373.0
a4,b9,c8,d16,15,22.0,1018.0,cv,0.89,i0,0,385.0
a4,b9,c8,d17,15,21.0,1018.0,cv,1.78,i0,0,398.0
a4,b9,c8,d18,16,18.0,1019.0,cv,2.23,i0,0,430.0
a4,b9,c8,d19,15,16.0,1019.0,cv,3.12,i0,0,442.0
a4,b9,c8,d20,15,15.0,1020.0,NW,0.89,i0,0,443.0
a4,b9,c8,d21,14,15.0,1020.0,NW,1.78,i0,0,438.0
a4,b9,c8,d22,14,15.0,1021.0,cv,0.45,i0,0,420.0
a4,b9,c8,d23,14,14.0,1021.0,cv,1.34,i0,0,454.0
a4,b9,c9,d0,13,14.0,1021.0,cv,2.23,i0,0,430.0
a4,b9,c9,d1,13,14.0,1022.0,NW,1.79,i0,0,396.0
a4,b9,c9,d2,13,14.0,1022.0,SE,0.89,i0,0,386.0
a4,b9,c9,d3,12,13.0,1022.0,cv,0.89,i0,0,375.0
a4,b9,c9,d4,12,13.0,1022.0,NE,0.89,i0,0,344.0
a4,b9,c9,d5,12,12.0,1022.0,cv,0.45,i0,0,348.0
a4,b9,c9,d6,11,12.0,1022.0,NW,0.89,i0,0,338.0
a4,b9,c9,d7,13,13.0,1023.0,NE,0.89,i0,0,319.0
a4,b9,c9,d8,14,14.0,1024.0,cv,0.89,i0,0,324.0
a4,b9,c9,d9,15,16.0,1024.0,cv,1.78,i0,0,323.0
a4,b9,c9,d10,15,18.0,1024.0,SE,1.79,i0,0,331.0
a4,b9,c9,d11,15,19.0,1024.0,SE,4.92,i0,0,332.0
a4,b9,c9,d12,15,21.0,1023.0,cv,0.89,i0,0,328.0
a4,b9,c9,d13,15,22.0,1022.0,SE,3.13,i0,0,310.0
a4,b9,c9,d14,15,22.0,1021.0,SE,4.92,i0,0,298.0
a4,b9,c9,d15,15,22.0,1021.0,SE,8.05,i0,0,267.0
a4,b9,c9,d16,15,22.0,1020.0,SE,9.84,i0,0,261.0
a4,b9,c9,d17,15,20.0,1020.0,SE,11.63,i0,0,243.0
a4,b9,c9,d18,15,18.0,1020.0,NE,0.89,i0,0,263.0
a4,b9,c9,d19,15,17.0,1020.0,SE,1.79,i0,0,302.0
a4,b9,c9,d20,15,18.0,1021.0,SE,3.58,i0,0,331.0
a4,b9,c9,d21,15,17.0,1021.0,SE,5.37,i0,0,330.0
a4,b9,c9,d22,14,15.0,1021.0,cv,0.89,i0,0,308.0
a4,b9,c9,d23,14,15.0,1021.0,cv,1.78,i0,0,322.0
a4,b9,c10,d0,14,15.0,1021.0,SE,0.89,i0,0,328.0
a4,b9,c10,d1,15,15.0,1021.0,SE,2.68,i0,0,303.0
a4,b9,c10,d2,14,14.0,1021.0,cv,0.89,i0,0,290.0
a4,b9,c10,d3,14,15.0,1021.0,cv,1.78,i0,0,317.0
a4,b9,c10,d4,14,15.0,1020.0,SE,1.79,i0,0,314.0
a4,b9,c10,d5,14,14.0,1020.0,SE,2.68,i0,0,269.0
a4,b9,c10,d6,15,15.0,1021.0,cv,0.89,i0,0,204.0
a4,b9,c10,d7,15,15.0,1021.0,SE,1.79,i0,0,217.0
a4,b9,c10,d8,15,15.0,1021.0,SE,3.58,i0,0,202.0
a4,b9,c10,d9,15,15.0,1022.0,SE,5.37,i0,0,196.0
a4,b9,c10,d10,15,16.0,1022.0,SE,6.26,i0,0,230.0
a4,b9,c10,d11,15,17.0,1021.0,SE,8.05,i0,0,256.0
a4,b9,c10,d12,15,18.0,1021.0,SE,9.84,i0,0,246.0
a4,b9,c10,d13,14,19.0,1020.0,cv,0.89,i0,0,243.0
a4,b9,c10,d14,15,20.0,1020.0,cv,1.78,i0,0,237.0
a4,b9,c10,d15,15,20.0,1020.0,NW,1.79,i0,0,233.0
a4,b9,c10,d16,15,20.0,1021.0,NW,4.92,i0,0,239.0
a4,b9,c10,d17,15,19.0,1021.0,NW,8.05,i0,0,253.0
a4,b9,c10,d18,9,20.0,1022.0,NW,15.2,i0,0,108.0
a4,b9,c10,d19,7,19.0,1024.0,NW,22.35,i0,0,21.0
a4,b9,c10,d20,6,19.0,1025.0,NW,28.16,i0,0,18.0
a4,b9,c10,d21,5,18.0,1026.0,NW,35.31,i0,0,5.0
a4,b9,c10,d22,5,17.0,1026.0,NW,42.46,i0,0,6.0
a4,b9,c10,d23,5,17.0,1027.0,NW,49.61,i0,0,7.0
a4,b9,c11,d0,7,16.0,1028.0,NW,55.42,i0,1,8.0
a4,b9,c11,d1,6,15.0,1028.0,NW,60.34,i0,2,5.0
a4,b9,c11,d2,9,13.0,1028.0,NW,64.36,i0,3,7.0
a4,b9,c11,d3,8,13.0,1029.0,NE,3.13,i0,4,9.0
a4,b9,c11,d4,8,13.0,1029.0,NW,3.13,i0,0,9.0
a4,b9,c11,d5,8,13.0,1029.0,NW,4.92,i0,0,9.0
a4,b9,c11,d6,5,14.0,1030.0,NW,8.05,i0,0,8.0
a4,b9,c11,d7,-4,16.0,1031.0,NW,16.1,i0,0,7.0
a4,b9,c11,d8,-2,15.0,1032.0,NW,20.12,i0,0,4.0
a4,b9,c11,d9,1,15.0,1033.0,NE,3.13,i0,0,3.0
a4,b9,c11,d10,-3,16.0,1033.0,NE,7.15,i0,0,4.0
a4,b9,c11,d11,-1,17.0,1033.0,NE,10.28,i0,0,6.0
a4,b9,c11,d12,-3,18.0,1032.0,NE,15.2,i0,0,3.0
a4,b9,c11,d13,-3,18.0,1031.0,NW,3.13,i0,0,5.0
a4,b9,c11,d14,-4,18.0,1030.0,NW,8.05,i0,0,6.0
a4,b9,c11,d15,-4,18.0,1030.0,NW,12.07,i0,0,6.0
a4,b9,c11,d16,-1,16.0,1030.0,NW,13.86,i0,0,4.0
a4,b9,c11,d17,-4,16.0,1030.0,NW,18.78,i0,0,7.0
a4,b9,c11,d18,-4,16.0,1030.0,NW,23.7,i0,0,6.0
a4,b9,c11,d19,-1,14.0,1030.0,NW,26.83,i0,0,7.0
a4,b9,c11,d20,-1,13.0,1030.0,NW,29.96,i0,0,13.0
a4,b9,c11,d21,0,12.0,1031.0,NW,33.09,i0,0,8.0
a4,b9,c11,d22,0,10.0,1031.0,NW,37.11,i0,0,10.0
a4,b9,c11,d23,-2,10.0,1031.0,NW,40.24,i0,0,10.0
a4,b9,c12,d0,-3,8.0,1031.0,NW,42.03,i0,0,7.0
a4,b9,c12,d1,-3,6.0,1031.0,NW,45.16,i0,0,5.0
a4,b9,c12,d2,-3,6.0,1031.0,NW,48.29,i0,0,3.0
a4,b9,c12,d3,-4,5.0,1030.0,NW,50.08,i0,0,3.0
a4,b9,c12,d4,-4,5.0,1030.0,NW,51.87,i0,0,7.0
a4,b9,c12,d5,-2,3.0,1030.0,NW,53.66,i0,0,9.0
a4,b9,c12,d6,-2,3.0,1030.0,NE,1.79,i0,0,7.0
a4,b9,c12,d7,-2,4.0,1030.0,NW,4.02,i0,0,5.0
a4,b9,c12,d8,-2,11.0,1031.0,NW,5.81,i0,0,5.0
a4,b9,c12,d9,-5,12.0,1031.0,NW,9.83,i0,0,7.0
a4,b9,c12,d10,-8,14.0,1030.0,NW,13.85,i0,0,9.0
a4,b9,c12,d11,-8,15.0,1029.0,NW,17.87,i0,0,8.0
a4,b9,c12,d12,-9,16.0,1027.0,NW,21.0,i0,0,9.0
a4,b9,c12,d13,-10,16.0,1026.0,NW,22.79,i0,0,9.0
a4,b9,c12,d14,-9,17.0,1025.0,cv,1.79,i0,0,8.0
a4,b9,c12,d15,-8,17.0,1024.0,cv,2.68,i0,0,10.0
a4,b9,c12,d16,-8,17.0,1023.0,SE,1.79,i0,0,10.0
a4,b9,c12,d17,-5,15.0,1023.0,SE,3.58,i0,0,8.0
a4,b9,c12,d18,1,11.0,1023.0,SE,4.47,i0,0,13.0
a4,b9,c12,d19,1,9.0,1023.0,SE,6.26,i0,0,24.0
a4,b9,c12,d20,2,7.0,1023.0,cv,0.89,i0,0,35.0
a4,b9,c12,d21,3,7.0,1024.0,cv,1.78,i0,0,35.0
a4,b9,c12,d22,3,6.0,1023.0,cv,2.67,i0,0,51.0
a4,b9,c12,d23,2,5.0,1023.0,cv,3.56,i0,0,59.0
a4,b9,c13,d0,3,5.0,1023.0,cv,4.01,i0,0,61.0
a4,b9,c13,d1,3,5.0,1023.0,NE,0.89,i0,0,47.0
a4,b9,c13,d2,2,4.0,1023.0,cv,0.89,i0,0,42.0
a4,b9,c13,d3,1,4.0,1022.0,NW,3.13,i0,0,45.0
a4,b9,c13,d4,0,4.0,1022.0,NW,4.92,i0,0,47.0
a4,b9,c13,d5,0,3.0,1022.0,NW,6.71,i0,0,33.0
a4,b9,c13,d6,0,4.0,1022.0,cv,0.89,i0,0,20.0
a4,b9,c13,d7,0,4.0,1022.0,NW,1.79,i0,0,25.0
a4,b9,c13,d8,1,8.0,1022.0,NW,4.92,i0,0,22.0
a4,b9,c13,d9,0,11.0,1022.0,NW,6.71,i0,0,17.0
a4,b9,c13,d10,-1,14.0,1021.0,cv,0.89,i0,0,26.0
a4,b9,c13,d11,0,16.0,1021.0,cv,1.78,i0,0,28.0
a4,b9,c13,d12,0,18.0,1020.0,cv,3.57,i0,0,31.0
a4,b9,c13,d13,-1,20.0,1018.0,SE,4.02,i0,0,46.0
a4,b9,c13,d14,0,21.0,1017.0,SE,7.15,i0,0,49.0
a4,b9,c13,d15,0,22.0,1016.0,SE,11.17,i0,0,37.0
a4,b9,c13,d16,-1,21.0,1016.0,SE,15.19,i0,0,31.0
a4,b9,c13,d17,0,20.0,1015.0,SE,18.32,i0,0,31.0
a4,b9,c13,d18,0,19.0,1016.0,SE,21.45,i0,0,54.0
a4,b9,c13,d19,1,18.0,1016.0,SE,26.37,i0,0,67.0
a4,b9,c13,d20,2,16.0,1016.0,SE,30.39,i0,0,75.0
a4,b9,c13,d21,3,17.0,1015.0,cv,3.13,i0,0,88.0
a4,b9,c13,d22,6,10.0,1015.0,cv,4.02,i0,0,114.0
a4,b9,c13,d23,6,9.0,1015.0,cv,4.91,i0,0,128.0
a4,b9,c14,d0,6,8.0,1015.0,cv,5.8,i0,0,141.0
a4,b9,c14,d1,6,8.0,1014.0,cv,6.69,i0,0,149.0
a4,b9,c14,d2,5,6.0,1014.0,NW,0.89,i0,0,149.0
a4,b9,c14,d3,5,6.0,1013.0,cv,0.89,i0,0,125.0
a4,b9,c14,d4,5,6.0,1013.0,cv,1.78,i0,0,92.0
a4,b9,c14,d5,4,5.0,1013.0,cv,2.67,i0,0,110.0
a4,b9,c14,d6,4,5.0,1013.0,NW,1.79,i0,0,89.0
a4,b9,c14,d7,5,7.0,1013.0,cv,0.89,i0,0,84.0
a4,b9,c14,d8,6,11.0,1014.0,NW,1.79,i0,0,95.0
a4,b9,c14,d9,5,13.0,1014.0,NE,1.79,i0,0,62.0
a4,b9,c14,d10,-2,21.0,1014.0,NW,9.83,i0,0,23.0
a4,b9,c14,d11,-2,21.0,1014.0,NW,18.77,i0,0,11.0
a4,b9,c14,d12,-2,21.0,1014.0,NW,28.6,i0,0,13.0
a4,b9,c14,d13,-2,22.0,1014.0,NW,37.54,i0,0,9.0
a4,b9,c14,d14,-5,23.0,1014.0,NW,48.72,i0,0,12.0
a4,b9,c14,d15,-8,23.0,1014.0,NW,58.55,i0,0,9.0
a4,b9,c14,d16,-11,22.0,1015.0,NW,67.49,i0,0,8.0
a4,b9,c14,d17,-9,20.0,1016.0,NW,76.43,i0,0,9.0
a4,b9,c14,d18,-8,17.0,1017.0,NW,85.37,i0,0,8.0
a4,b9,c14,d19,-11,17.0,1018.0,NW,94.31,i0,0,7.0
a4,b9,c14,d20,-9,15.0,1020.0,NW,100.12,i0,0,16.0
a4,b9,c14,d21,-8,13.0,1021.0,NW,103.25,i0,0,20.0
a4,b9,c14,d22,-6,12.0,1021.0,NE,1.79,i0,0,17.0
a4,b9,c14,d23,-3,9.0,1021.0,cv,0.89,i0,0,20.0
a4,b9,c15,d0,-1,7.0,1022.0,cv,1.78,i0,0,40.0
a4,b9,c15,d1,-2,7.0,1022.0,SE,1.79,i0,0,27.0
a4,b9,c15,d2,0,5.0,1022.0,cv,0.89,i0,0,27.0
a4,b9,c15,d3,1,5.0,1022.0,cv,1.78,i0,0,29.0
a4,b9,c15,d4,0,4.0,1022.0,cv,2.67,i0,0,31.0
a4,b9,c15,d5,0,4.0,1023.0,cv,3.56,i0,0,37.0
a4,b9,c15,d6,1,3.0,1023.0,cv,4.01,i0,0,36.0
a4,b9,c15,d7,1,3.0,1024.0,cv,4.9,i0,0,43.0
a4,b9,c15,d8,2,10.0,1025.0,cv,5.79,i0,0,44.0
a4,b9,c15,d9,1,13.0,1025.0,cv,6.68,i0,0,44.0
a4,b9,c15,d10,1,16.0,1024.0,cv,7.57,i0,0,25.0
a4,b9,c15,d11,-5,19.0,1023.0,SE,4.92,i0,0,17.0
a4,b9,c15,d12,-6,20.0,1022.0,SE,9.84,i0,0,17.0
a4,b9,c15,d13,-6,21.0,1020.0,SE,16.99,i0,0,27.0
a4,b9,c15,d14,-6,21.0,1019.0,SE,24.14,i0,0,29.0
a4,b9,c15,d15,-6,22.0,1018.0,SE,31.29,i0,0,29.0
a4,b9,c15,d16,-5,21.0,1018.0,SE,38.44,i0,0,36.0
a4,b9,c15,d17,-4,20.0,1018.0,SE,44.25,i0,0,59.0
a4,b9,c15,d18,-2,15.0,1018.0,SE,47.38,i0,0,59.0
a4,b9,c15,d19,-1,15.0,1018.0,SE,50.51,i0,0,57.0
a4,b9,c15,d20,-1,13.0,1018.0,SE,53.64,i0,0,55.0
a4,b9,c15,d21,0,13.0,1018.0,SE,55.43,i0,0,60.0
a4,b9,c15,d22,3,9.0,1018.0,cv,0.89,i0,0,70.0
a4,b9,c15,d23,3,8.0,1018.0,SE,1.79,i0,0,80.0
a4,b9,c16,d0,3,8.0,1018.0,cv,0.89,i0,0,85.0
a4,b9,c16,d1,3,8.0,1017.0,cv,1.78,i0,0,88.0
a4,b9,c16,d2,2,5.0,1017.0,NW,0.89,i0,0,91.0
a4,b9,c16,d3,4,6.0,1017.0,cv,0.45,i0,0,98.0
a4,b9,c16,d4,4,5.0,1016.0,NW,0.89,i0,0,103.0
a4,b9,c16,d5,3,4.0,1017.0,NW,2.68,i0,0,101.0
a4,b9,c16,d6,3,6.0,1016.0,NW,3.57,i0,0,98.0
a4,b9,c16,d7,4,6.0,1017.0,cv,0.89,i0,0,99.0
a4,b9,c16,d8,5,9.0,1017.0,NW,0.89,i0,0,95.0
a4,b9,c16,d9,3,13.0,1018.0,NW,2.68,i0,0,76.0
a4,b9,c16,d10,3,15.0,1017.0,NW,4.47,i0,0,80.0
a4,b9,c16,d11,3,18.0,1017.0,cv,0.89,i0,0,87.0
a4,b9,c16,d12,4,20.0,1016.0,cv,2.68,i0,0,87.0
a4,b9,c16,d13,3,22.0,1015.0,cv,4.47,i0,0,82.0
a4,b9,c16,d14,3,23.0,1014.0,SE,3.13,i0,0,105.0
a4,b9,c16,d15,4,24.0,1014.0,SE,6.26,i0,0,116.0
a4,b9,c16,d16,4,23.0,1014.0,SE,10.28,i0,0,103.0
a4,b9,c16,d17,5,22.0,1014.0,SE,14.3,i0,0,109.0
a4,b9,c16,d18,7,16.0,1014.0,cv,0.89,i0,0,118.0
a4,b9,c16,d19,8,13.0,1015.0,SE,1.79,i0,0,127.0
a4,b9,c16,d20,8,15.0,1015.0,SE,3.58,i0,0,144.0
a4,b9,c16,d21,8,13.0,1016.0,SE,4.47,i0,0,189.0
a4,b9,c16,d22,7,13.0,1016.0,cv,0.89,i0,0,190.0
a4,b9,c16,d23,8,11.0,1017.0,cv,1.78,i0,0,225.0
a4,b9,c17,d0,8,10.0,1017.0,NW,0.89,i0,0,211.0
a4,b9,c17,d1,7,11.0,1017.0,NW,2.68,i0,0,197.0
a4,b9,c17,d2,7,9.0,1017.0,NE,1.79,i0,0,200.0
a4,b9,c17,d3,6,9.0,1017.0,NW,1.79,i0,0,197.0
a4,b9,c17,d4,6,8.0,1016.0,cv,0.89,i0,0,193.0
a4,b9,c17,d5,6,8.0,1017.0,NW,1.79,i0,0,180.0
a4,b9,c17,d6,6,8.0,1017.0,NW,3.58,i0,0,117.0
a4,b9,c17,d7,5,8.0,1018.0,NW,5.37,i0,0,110.0
a4,b9,c17,d8,7,11.0,1018.0,NW,8.5,i0,0,111.0
a4,b9,c17,d9,7,14.0,1019.0,NE,1.79,i0,0,94.0
a4,b9,c17,d10,7,17.0,1018.0,cv,0.89,i0,0,112.0
a4,b9,c17,d11,8,20.0,1018.0,cv,1.78,i0,0,110.0
a4,b9,c17,d12,8,22.0,1017.0,cv,2.67,i0,0,155.0
a4,b9,c17,d13,8,23.0,1016.0,cv,4.46,i0,0,186.0
a4,b9,c17,d14,8,24.0,1015.0,cv,5.35,i0,0,194.0
a4,b9,c17,d15,8,24.0,1014.0,SE,3.13,i0,0,210.0
a4,b9,c17,d16,8,23.0,1015.0,SE,6.26,i0,0,215.0
a4,b9,c17,d17,10,21.0,1014.0,SE,8.05,i0,0,230.0
a4,b9,c17,d18,12,17.0,1015.0,NE,0.89,i0,0,239.0
a4,b9,c17,d19,12,15.0,1015.0,NE,1.78,i0,0,272.0
a4,b9,c17,d20,11,14.0,1015.0,SE,0.89,i0,0,296.0
a4,b9,c17,d21,11,13.0,1016.0,SE,1.78,i0,0,315.0
a4,b9,c17,d22,11,13.0,1016.0,cv,0.89,i0,0,357.0
a4,b9,c17,d23,12,14.0,1016.0,cv,1.34,i0,0,382.0
a4,b9,c18,d0,11,14.0,1015.0,cv,2.23,i0,0,406.0
a4,b9,c18,d1,11,15.0,1015.0,cv,4.02,i0,0,405.0
a4,b9,c18,d2,12,14.0,1015.0,NE,0.89,i0,0,389.0
a4,b9,c18,d3,12,14.0,1014.0,SE,0.89,i0,0,397.0
a4,b9,c18,d4,12,13.0,1014.0,cv,0.89,i0,0,413.0
a4,b9,c18,d5,12,13.0,1014.0,NE,0.89,i0,0,373.0
a4,b9,c18,d6,12,13.0,1014.0,cv,0.89,i0,0,362.0
a4,b9,c18,d7,11,13.0,1014.0,cv,1.78,i0,0,356.0
a4,b9,c18,d8,12,15.0,1015.0,SE,1.79,i0,0,344.0
a4,b9,c18,d9,12,16.0,1015.0,cv,0.89,i0,0,352.0
a4,b9,c18,d10,12,17.0,1015.0,SE,1.79,i0,0,357.0
a4,b9,c18,d11,12,18.0,1015.0,SE,3.58,i0,0,353.0
a4,b9,c18,d12,11,20.0,1014.0,SE,6.71,i0,0,292.0
a4,b9,c18,d13,11,20.0,1014.0,SE,10.73,i0,0,213.0
a4,b9,c18,d14,12,20.0,1013.0,SE,13.86,i0,0,210.0
a4,b9,c18,d15,12,20.0,1013.0,SE,16.99,i0,0,183.0
a4,b9,c18,d16,12,20.0,1013.0,SE,20.12,i0,0,161.0
a4,b9,c18,d17,12,19.0,1013.0,SE,21.91,i0,0,153.0
a4,b9,c18,d18,13,16.0,1014.0,NE,0.89,i0,0,169.0
a4,b9,c18,d19,13,17.0,1014.0,cv,0.89,i0,0,196.0
a4,b9,c18,d20,13,16.0,1015.0,SE,0.89,i0,0,200.0
a4,b9,c18,d21,13,16.0,1015.0,SE,2.68,i0,0,197.0
a4,b9,c18,d22,13,16.0,1015.0,SE,5.81,i0,0,178.0
a4,b9,c18,d23,13,16.0,1016.0,SE,7.6,i0,0,161.0
a4,b9,c19,d0,13,16.0,1016.0,SE,9.39,i0,0,161.0
a4,b9,c19,d1,13,15.0,1016.0,SE,10.28,i0,0,166.0
a4,b9,c19,d2,13,15.0,1016.0,SE,12.07,i0,0,171.0
a4,b9,c19,d3,12,13.0,1015.0,NE,0.89,i0,0,177.0
a4,b9,c19,d4,12,12.0,1015.0,NE,1.78,i0,0,177.0
a4,b9,c19,d5,11,11.0,1016.0,cv,0.89,i0,0,189.0
a4,b9,c19,d6,11,11.0,1016.0,cv,1.78,i0,0,187.0
a4,b9,c19,d7,12,12.0,1017.0,SE,0.89,i0,0,192.0
a4,b9,c19,d8,12,13.0,1017.0,cv,0.89,i0,0,203.0
a4,b9,c19,d9,14,14.0,1018.0,cv,1.78,i0,0,234.0
a4,b9,c19,d10,12,17.0,1018.0,NE,4.02,i0,0,261.0
a4,b9,c19,d11,13,16.0,1018.0,SE,4.92,i0,0,265.0
a4,b9,c19,d12,13,16.0,1018.0,SE,8.94,i0,0,268.0
a4,b9,c19,d13,13,16.0,1018.0,SE,12.96,i0,0,285.0
a4,b9,c19,d14,14,17.0,1018.0,SE,14.75,i0,0,264.0
a4,b9,c19,d15,13,18.0,1018.0,SE,16.54,i0,0,253.0
a4,b9,c19,d17,13,17.0,1018.0,SE,20.12,i0,0,239.0
a4,b9,c19,d18,13,15.0,1020.0,cv,0.45,i0,0,256.0
a4,b9,c19,d19,13,15.0,1021.0,SE,0.89,i0,0,253.0
a4,b9,c19,d20,13,16.0,1022.0,SE,2.68,i0,0,262.0
a4,b9,c19,d21,13,15.0,1022.0,SE,4.47,i0,0,239.0
a4,b9,c19,d22,10,15.0,1023.0,SE,7.6,i0,0,143.0
a4,b9,c19,d23,9,14.0,1023.0,SE,9.39,i0,0,71.0
a4,b9,c20,d0,7,14.0,1024.0,SE,12.52,i0,0,61.0
a4,b9,c20,d1,7,13.0,1024.0,SE,14.31,i0,0,34.0
a4,b9,c20,d2,6,13.0,1025.0,SE,15.2,i0,0,36.0
a4,b9,c20,d3,6,12.0,1024.0,SE,16.09,i0,0,33.0
a4,b9,c20,d4,3,12.0,1024.0,SE,19.22,i0,0,31.0
a4,b9,c20,d5,2,12.0,1024.0,SE,20.11,i0,0,24.0
a4,b9,c20,d6,1,12.0,1024.0,SE,21.9,i0,0,31.0
a4,b9,c20,d7,0,12.0,1025.0,SE,25.03,i0,0,38.0
a4,b9,c20,d8,-2,13.0,1026.0,SE,28.16,i0,0,38.0
a4,b9,c20,d9,-3,13.0,1026.0,SE,31.29,i0,0,38.0
a4,b9,c20,d10,-2,13.0,1026.0,SE,34.42,i0,0,38.0
a4,b9,c20,d11,-3,13.0,1026.0,SE,37.55,i0,0,36.0
a4,b9,c20,d12,-4,14.0,1026.0,SE,40.68,i0,0,38.0
a4,b9,c20,d13,-3,14.0,1025.0,SE,42.47,i0,0,37.0
a4,b9,c20,d14,-3,15.0,1024.0,cv,1.79,i0,0,36.0
a4,b9,c20,d15,-4,15.0,1023.0,SE,4.02,i0,0,35.0
a4,b9,c20,d16,-3,15.0,1023.0,SE,7.15,i0,0,33.0
a4,b9,c20,d17,-3,13.0,1023.0,SE,8.94,i0,0,41.0
a4,b9,c20,d18,0,10.0,1023.0,cv,0.89,i0,0,38.0
a4,b9,c20,d19,3,9.0,1024.0,cv,1.78,i0,0,51.0
a4,b9,c20,d20,2,8.0,1024.0,SE,0.89,i0,0,67.0
a4,b9,c20,d21,3,7.0,1024.0,SE,2.68,i0,0,84.0
a4,b9,c20,d22,2,8.0,1025.0,SE,4.47,i0,0,91.0
a4,b9,c20,d23,3,6.0,1025.0,NE,0.89,i0,0,97.0
a4,b9,c21,d0,3,6.0,1025.0,cv,0.89,i0,0,60.0
a4,b9,c21,d1,3,7.0,1024.0,cv,1.78,i0,0,50.0
a4,b9,c21,d2,3,6.0,1024.0,cv,2.67,i0,0,47.0
a4,b9,c21,d3,4,7.0,1024.0,NE,0.89,i0,0,52.0
a4,b9,c21,d4,4,7.0,1024.0,cv,0.89,i0,0,73.0
a4,b9,c21,d5,3,8.0,1024.0,cv,1.78,i0,0,111.0
