laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,kredit
a1,20,c3,d1,7057,f4,g3,h2,i2,j0,k3,l1,36,n0,o0,p1,q3,r0,s1,t1,u1
a1,15,c4,d3,1537,f4,g4,h3,i2,j2,k3,l0,50,n2,o1,p1,q2,r1,s1,t1,u1
a0,12,c2,d3,2214,f0,g2,h3,i2,j0,k2,l1,24,n2,o1,p0,q1,r1,s0,t1,u1
a3,24,c4,d2,1585,f0,g3,h3,i2,j0,k2,l1,40,n2,o1,p1,q2,r1,s0,t1,u1
a1,10,c2,d2,1521,f0,g2,h3,i0,j0,k1,l2,31,n2,o1,p0,q1,r1,s0,t1,u1
a1,36,c1,d4,3990,f4,g1,h2,i1,j0,k1,l3,29,n0,o1,p0,q0,r1,s0,t1,u1
a2,18,c2,d2,3049,f0,g1,h0,i1,j0,k0,l1,45,n1,o1,p0,q1,r1,s0,t1,u1
a0,24,c2,d3,1282,f1,g2,h3,i1,j0,k1,l2,32,n2,o1,p0,q1,r1,s0,t1,u0
a3,60,c2,d3,10144,f1,g3,h1,i1,j0,k3,l0,21,n2,o1,p0,q2,r1,s1,t1,u1
a0,12,c2,d0,1168,f0,g2,h3,i3,j0,k2,l0,27,n2,o1,p0,q1,r1,s0,t1,u1
a1,6,c2,d5,454,f0,g1,h2,i3,j0,k0,l1,22,n2,o1,p0,q1,r1,s0,t1,u1
a3,15,c3,d1,3594,f0,g1,h0,i1,j0,k1,l1,46,n2,o1,p1,q1,r1,s0,t1,u1
a3,12,c2,d2,1768,f0,g2,h2,i2,j0,k1,l0,24,n2,o0,p0,q1,r1,s0,t1,u1
a3,60,c3,d3,15653,f0,g3,h1,i2,j0,k3,l2,21,n2,o1,p1,q2,r1,s1,t1,u1
a2,12,c3,d0,2247,f0,g2,h1,i1,j0,k1,l2,36,n1,o1,p1,q2,r1,s1,t1,u1
a3,24,c2,d3,1413,f0,g2,h3,i3,j0,k1,l1,28,n2,o1,p0,q2,r1,s0,t1,u1
a1,45,c4,d1,4576,f1,g0,h2,i2,j0,k3,l2,27,n2,o1,p0,q2,r1,s0,t1,u1
a0,24,c4,d3,1231,f3,g4,h3,i1,j0,k3,l1,57,n2,o0,p1,q3,r1,s1,t1,u1
a0,36,c2,d1,8335,f4,g4,h2,i2,j0,k3,l3,47,n2,o2,p0,q2,r1,s0,t1,u0
a1,36,c4,d1,5800,f0,g2,h2,i2,j0,k3,l2,34,n2,o1,p1,q2,r1,s1,t1,u1
a0,18,c3,d6,8471,f4,g2,h0,i1,j0,k1,l2,23,n2,o0,p1,q2,r1,s1,t1,u1
a0,30,c2,d2,3622,f3,g4,h3,i1,j0,k3,l1,57,n2,o0,p1,q2,r1,s1,t1,u1
a0,6,c4,d3,1169,f4,g4,h3,i2,j0,k3,l0,67,n2,o1,p1,q2,r1,s1,t1,u1
a3,15,c2,d4,1262,f2,g3,h3,i2,j0,k2,l1,36,n2,o1,p1,q2,r1,s1,t1,u1
a2,24,c4,d2,3617,f4,g4,h3,i2,j1,k3,l3,20,n2,o0,p1,q2,r1,s0,t1,u1
a1,30,c4,d0,2181,f4,g4,h3,i2,j0,k3,l0,36,n2,o1,p1,q2,r1,s0,t1,u1
a0,48,c1,d8,7685,f0,g3,h1,i1,j2,k3,l2,37,n2,o0,p0,q2,r1,s0,t1,u0
a3,48,c4,d6,6110,f0,g2,h0,i2,j0,k2,l3,31,n0,o2,p0,q2,r1,s1,t1,u1
a3,24,c2,d0,3757,f0,g4,h3,i1,j1,k3,l3,62,n2,o2,p0,q2,r1,s1,t1,u1
a0,42,c4,d5,3394,f0,g0,h3,i2,j1,k3,l2,65,n2,o1,p1,q0,r1,s0,t1,u1
a3,36,c4,d8,6304,f4,g4,h3,i2,j0,k3,l0,36,n2,o1,p1,q2,r1,s0,t1,u1
a3,9,c4,d6,1244,f4,g4,h3,i1,j0,k3,l1,41,n2,o0,p1,q1,r1,s0,t1,u1
a3,6,c2,d0,3518,f0,g2,h1,i2,j2,k2,l1,26,n2,o0,p0,q2,r1,s0,t1,u1
a3,36,c0,d5,2613,f0,g2,h3,i2,j0,k1,l2,27,n2,o1,p1,q2,r1,s0,t1,u1
a0,48,c2,d6,7476,f0,g3,h3,i2,j0,k0,l3,50,n2,o2,p0,q3,r1,s1,t1,u1
a3,24,c2,d8,4591,f3,g2,h1,i2,j0,k2,l1,54,n2,o1,p2,q3,r1,s1,t1,u0
a1,18,c2,d2,1924,f4,g1,h3,i1,j0,k2,l0,27,n2,o0,p0,q2,r1,s0,t1,u0
a1,72,c2,d3,5595,f1,g2,h1,i3,j0,k1,l2,24,n2,o1,p0,q2,r1,s0,t1,u0
a1,48,c3,d6,6224,f0,g4,h3,i2,j0,k3,l3,50,n2,o2,p0,q2,r1,s0,t1,u0
a2,15,c2,d6,1905,f0,g4,h3,i2,j0,k3,l2,40,n2,o0,p0,q3,r1,s1,t1,u1
a3,21,c3,d1,2993,f0,g2,h2,i2,j0,k1,l0,28,n1,o1,p1,q1,r1,s0,t1,u1
a3,36,c3,d1,8947,f4,g3,h2,i2,j0,k1,l2,31,n1,o1,p0,q3,r0,s1,t1,u1
a0,24,c2,d2,4020,f0,g2,h1,i2,j0,k1,l2,27,n1,o1,p0,q2,r1,s0,t1,u1
a1,18,c2,d1,2779,f0,g2,h0,i3,j0,k2,l2,21,n2,o0,p0,q2,r1,s1,t1,u1
a3,21,c2,d0,2782,f2,g3,h0,i1,j0,k1,l2,31,n0,o1,p0,q3,r1,s0,t1,u1
a3,12,c2,d0,1884,f0,g4,h3,i2,j0,k3,l2,39,n2,o1,p0,q3,r1,s1,t1,u1
a3,36,c4,d1,11054,f4,g2,h3,i2,j0,k1,l2,30,n2,o1,p0,q3,r1,s1,t1,u1
a1,60,c3,d3,9157,f4,g2,h1,i2,j0,k1,l3,27,n2,o2,p0,q3,r1,s0,t1,u1
a1,42,c1,d1,9283,f0,g0,h0,i2,j0,k1,l3,55,n0,o2,p0,q3,r1,s1,t1,u1
a3,60,c2,d0,6527,f4,g2,h3,i2,j0,k3,l3,34,n2,o2,p0,q2,r0,s1,t1,u1
a3,15,c4,d1,3368,f3,g4,h2,i2,j0,k3,l3,23,n2,o0,p1,q2,r1,s1,t1,u1
a0,15,c2,d0,2511,f0,g0,h0,i1,j0,k3,l2,23,n2,o0,p0,q2,r1,s0,t1,u1
a0,36,c2,d1,5493,f0,g4,h1,i2,j0,k3,l3,42,n2,o2,p0,q2,r0,s0,t1,u1
a3,6,c2,d4,1338,f2,g2,h0,i0,j0,k3,l0,62,n2,o1,p0,q2,r1,s0,t1,u1
a1,9,c2,d3,1082,f0,g4,h3,i2,j0,k3,l2,37,n2,o1,p1,q1,r1,s0,t1,u1
a3,18,c4,d3,1149,f3,g2,h3,i2,j0,k2,l0,46,n2,o1,p1,q2,r1,s0,t1,u1
a1,15,c2,d5,1308,f0,g4,h3,i2,j0,k3,l2,38,n2,o1,p1,q1,r1,s0,t1,u1
a1,20,c0,d1,6148,f1,g4,h2,i3,j0,k3,l2,31,n0,o1,p1,q2,r1,s1,t1,u1
a3,12,c2,d2,1736,f0,g3,h2,i1,j0,k3,l0,31,n2,o1,p0,q1,r1,s0,t1,u1
a3,12,c2,d3,3059,f3,g3,h1,i0,j0,k3,l0,61,n2,o1,p0,q1,r1,s0,t1,u1
a0,24,c2,d2,2996,f4,g2,h1,i3,j0,k3,l2,20,n2,o1,p0,q2,r1,s0,t1,u0
a3,30,c4,d1,7596,f4,g4,h0,i2,j0,k3,l2,63,n2,o1,p1,q2,r1,s0,t1,u1
a3,30,c2,d1,4811,f4,g3,h1,i1,j0,k3,l1,24,n1,o0,p0,q1,r1,s0,t1,u1
a3,6,c2,d2,1766,f0,g2,h0,i3,j0,k1,l1,21,n2,o0,p0,q2,r1,s0,t1,u1
a1,24,c2,d1,2760,f4,g4,h3,i2,j0,k3,l3,36,n0,o2,p0,q2,r1,s1,t1,u1
a3,24,c4,d5,5507,f0,g4,h2,i2,j0,k3,l3,44,n2,o2,p1,q2,r1,s0,t1,u1
a1,9,c2,d6,1199,f0,g3,h3,i1,j0,k3,l1,67,n2,o1,p1,q3,r1,s1,t1,u1
a2,24,c2,d2,2892,f0,g4,h2,i0,j0,k3,l3,51,n2,o2,p0,q2,r1,s0,t1,u1
a1,36,c3,d0,2862,f1,g4,h3,i2,j0,k2,l3,30,n2,o2,p0,q2,r1,s0,t1,u1
a0,9,c2,d0,654,f0,g2,h3,i2,j0,k2,l2,28,n2,o1,p0,q1,r1,s0,t1,u0
a1,9,c4,d6,1136,f3,g4,h3,i2,j0,k2,l3,32,n2,o2,p1,q2,r0,s0,t1,u0
a1,24,c2,d1,4113,f2,g1,h2,i1,j0,k3,l2,28,n2,o0,p0,q2,r1,s0,t1,u0
a1,6,c2,d0,14555,f4,g0,h0,i2,j0,k1,l1,23,n2,o1,p0,q0,r1,s1,t1,u0
a0,15,c0,d0,950,f0,g4,h3,i2,j0,k2,l2,33,n2,o0,p1,q2,r0,s0,t1,u0
a0,24,c4,d0,1199,f0,g4,h3,i2,j0,k3,l2,60,n2,o1,p1,q1,r1,s0,t1,u0
a0,12,c0,d0,1082,f0,g2,h3,i2,j0,k3,l2,48,n0,o1,p1,q2,r1,s0,t1,u0
a1,30,c2,d0,2150,f0,g2,h3,i1,j2,k1,l3,24,n0,o1,p0,q2,r1,s0,t1,u0
a1,36,c4,d0,2820,f0,g1,h3,i0,j0,k3,l2,27,n2,o1,p1,q2,r1,s0,t1,u0
a1,48,c2,d3,3060,f0,g3,h3,i2,j0,k3,l0,28,n2,o1,p1,q2,r1,s0,t1,u0
a0,18,c2,d3,2600,f0,g2,h3,i2,j0,k3,l3,65,n2,o2,p1,q2,r1,s0,t1,u0
a3,21,c0,d0,5003,f4,g2,h0,i1,j0,k3,l1,29,n0,o1,p1,q2,r1,s1,t1,u0
a1,60,c2,d6,6288,f0,g2,h3,i2,j0,k3,l3,42,n2,o2,p0,q2,r1,s0,t1,u0
a3,24,c3,d0,2538,f0,g4,h3,i2,j0,k3,l2,47,n2,o1,p1,q1,r0,s0,t1,u0
a3,9,c2,d3,1478,f0,g3,h3,i2,j0,k1,l2,22,n2,o1,p0,q2,r1,s0,t1,u0
a1,39,c4,d3,4933,f0,g3,h1,i2,j2,k1,l0,25,n2,o1,p1,q2,r1,s0,t1,u0
a3,18,c4,d0,1530,f0,g2,h2,i2,j0,k1,l1,32,n0,o1,p1,q2,r1,s0,t1,u0
a1,9,c1,d0,1437,f1,g3,h1,i2,j0,k2,l3,29,n2,o1,p0,q2,r1,s0,t1,u0
a0,15,c2,d4,1275,f4,g2,h3,i1,j0,k1,l2,24,n2,o0,p0,q2,r1,s0,t1,u0
a0,24,c2,d3,1823,f0,g0,h3,i2,j0,k1,l2,30,n1,o1,p0,q3,r0,s0,t1,u0
a0,9,c2,d0,1422,f0,g1,h2,i2,j0,k1,l3,27,n2,o2,p0,q3,r1,s1,t1,u0
a0,18,c2,d4,1217,f0,g2,h3,i3,j0,k2,l0,47,n2,o1,p0,q1,r1,s1,t1,u0
a0,36,c2,d0,9271,f0,g3,h1,i2,j0,k0,l2,24,n2,o1,p0,q2,r1,s1,t1,u0
a0,36,c3,d8,2145,f0,g3,h1,i2,j0,k0,l2,24,n2,o1,p1,q2,r1,s1,t1,u0
a0,36,c2,d0,1842,f0,g1,h3,i1,j0,k3,l2,34,n2,o1,p0,q2,r1,s1,t1,u0
a1,18,c3,d2,4297,f0,g4,h3,i0,j0,k2,l3,40,n2,o1,p0,q3,r1,s1,t1,u0
a0,6,c4,d2,3384,f0,g2,h0,i0,j0,k3,l0,44,n2,o0,p0,q3,r1,s1,t1,u0
a1,18,c4,d3,1245,f0,g2,h3,i3,j0,k1,l2,33,n2,o1,p0,q2,r1,s0,t1,u0
a3,15,c2,d6,4623,f1,g2,h2,i2,j0,k1,l1,40,n2,o1,p0,q3,r1,s1,t1,u0
a1,30,c4,d2,8386,f0,g3,h1,i2,j0,k1,l1,49,n2,o1,p0,q2,r1,s0,t1,u0
a0,24,c3,d3,1024,f0,g1,h3,i3,j0,k3,l0,48,n1,o1,p0,q2,r1,s0,t1,u0
a1,36,c2,d0,14318,f0,g4,h3,i2,j0,k1,l3,57,n2,o2,p0,q3,r1,s1,t1,u0
a1,6,c1,d6,433,f3,g1,h3,i1,j0,k1,l1,24,n0,o0,p0,q2,r0,s0,t1,u0
a0,12,c1,d3,2149,f0,g2,h3,i0,j0,k0,l3,29,n2,o2,p0,q2,r1,s0,t1,u0
a3,24,c2,d3,2397,f2,g4,h2,i2,j0,k1,l2,35,n0,o1,p1,q2,r1,s1,t1,u0
a1,6,c1,d0,931,f1,g1,h0,i1,j0,k0,l1,32,n1,o1,p0,q1,r1,s0,t1,u0
a1,15,c3,d5,1512,f3,g2,h2,i3,j0,k2,l1,61,n1,o1,p1,q2,r1,s0,t1,u0
a1,24,c0,d8,4241,f0,g2,h0,i2,j0,k3,l0,36,n2,o1,p2,q1,r1,s1,t1,u0
a1,24,c4,d2,4736,f0,g1,h1,i1,j0,k3,l2,25,n0,o1,p0,q1,r1,s0,t1,u0
a1,15,c0,d0,1778,f0,g1,h1,i1,j0,k0,l0,26,n2,o0,p1,q0,r1,s0,t1,u0
a2,15,c2,d3,2327,f0,g1,h1,i1,j0,k2,l0,25,n2,o1,p0,q1,r1,s0,t1,u0
a0,24,c1,d2,6872,f0,g1,h1,i0,j0,k0,l1,55,n0,o1,p0,q2,r1,s1,t1,u0
a0,12,c2,d6,795,f0,g1,h3,i1,j0,k3,l1,53,n2,o1,p0,q2,r1,s0,t1,u0
a2,30,c3,d8,1908,f0,g4,h3,i2,j0,k3,l0,66,n2,o1,p0,q3,r1,s1,t1,u0
a1,36,c0,d8,1953,f0,g4,h3,i2,j0,k3,l3,61,n2,o2,p0,q3,r1,s1,t1,u0
a2,18,c2,d2,2864,f0,g2,h1,i2,j0,k0,l0,34,n2,o1,p0,q1,r0,s0,t1,u0
a2,21,c4,d6,2319,f0,g1,h1,i0,j0,k0,l2,33,n2,o0,p0,q2,r1,s0,t1,u0
a0,24,c2,d0,915,f4,g4,h3,i1,j0,k1,l2,29,n0,o1,p0,q2,r1,s0,t1,u0
a2,24,c2,d0,947,f0,g3,h3,i2,j0,k2,l3,38,n0,o2,p0,q2,r0,s0,t1,u0
a0,24,c2,d0,1381,f4,g2,h3,i1,j0,k1,l1,35,n2,o1,p0,q2,r1,s0,t1,u0
a0,24,c2,d0,1285,f4,g3,h3,i1,j0,k3,l3,32,n2,o0,p0,q2,r1,s0,t1,u0
a0,24,c2,d0,1371,f4,g2,h3,i1,j0,k3,l0,25,n2,o0,p0,q2,r1,s0,t1,u0
a1,18,c2,d0,1042,f4,g2,h3,i1,j0,k1,l1,33,n2,o1,p0,q2,r1,s0,t1,u0
a0,12,c2,d0,900,f4,g2,h3,i3,j0,k1,l2,23,n2,o1,p0,q2,r1,s0,t1,u0
a0,24,c2,d0,1207,f0,g1,h3,i1,j0,k3,l1,24,n2,o0,p0,q2,r1,s0,t1,u0
a1,18,c0,d0,2278,f1,g1,h2,i1,j0,k2,l2,28,n2,o1,p1,q2,r1,s0,t1,u0
a0,60,c3,d8,6836,f0,g4,h2,i2,j0,k3,l3,63,n2,o1,p1,q2,r1,s1,t1,u0
a0,24,c2,d2,3345,f0,g4,h3,i2,j0,k1,l1,39,n2,o0,p0,q3,r1,s1,t1,u0
a0,6,c1,d6,1198,f0,g4,h3,i1,j0,k3,l3,35,n2,o2,p0,q2,r1,s0,t1,u0
a1,48,c2,d8,15672,f0,g2,h1,i2,j0,k1,l2,23,n2,o1,p0,q2,r1,s1,t1,u0
a0,60,c2,d8,7297,f0,g4,h3,i2,j1,k3,l3,36,n2,o0,p0,q2,r1,s0,t1,u0
a3,18,c2,d5,1943,f0,g1,h3,i1,j0,k3,l0,23,n2,o1,p0,q2,r1,s0,t1,u0
a0,18,c2,d3,3190,f0,g2,h1,i1,j0,k1,l0,24,n2,o1,p0,q2,r1,s0,t1,u0
a1,9,c1,d1,5129,f0,g4,h1,i1,j0,k3,l3,74,n0,o2,p0,q3,r0,s1,t1,u0
a3,18,c3,d2,1808,f0,g3,h3,i1,j0,k0,l0,22,n2,o1,p0,q2,r1,s0,t1,u0
a2,10,c2,d0,1240,f1,g4,h0,i1,j0,k3,l3,48,n2,o2,p0,q1,r0,s0,t1,u0
a0,12,c2,d0,759,f0,g3,h3,i2,j0,k1,l0,26,n2,o1,p0,q2,r1,s0,t1,u0
a1,8,c2,d2,1237,f0,g2,h2,i1,j0,k3,l0,24,n2,o1,p0,q2,r1,s0,t1,u0
a3,9,c2,d2,1980,f0,g1,h1,i1,j1,k1,l2,19,n2,o0,p1,q2,r1,s0,t1,u0
a1,48,c2,d3,10961,f3,g3,h0,i2,j1,k1,l3,27,n0,o1,p1,q2,r1,s1,t1,u0
a0,36,c3,d6,6887,f0,g2,h3,i2,j0,k2,l1,29,n1,o1,p0,q2,r1,s1,t1,u0
a0,24,c2,d3,1938,f0,g1,h3,i0,j0,k2,l1,32,n2,o1,p0,q2,r1,s0,t1,u0
a0,21,c2,d3,1835,f0,g2,h2,i1,j0,k1,l0,25,n2,o1,p1,q2,r1,s1,t1,u0
a0,24,c3,d3,1659,f0,g1,h3,i1,j0,k1,l2,29,n2,o0,p0,q1,r1,s1,t1,u0
a1,6,c3,d0,1209,f0,g0,h3,i2,j0,k3,l1,47,n2,o1,p0,q3,r1,s1,t1,u0
a1,48,c0,d8,3844,f1,g3,h3,i2,j0,k3,l3,34,n2,o2,p0,q1,r0,s0,t1,u0
a0,12,c4,d0,4843,f0,g4,h2,i2,j1,k3,l1,43,n2,o0,p1,q2,r1,s1,t1,u0
a1,12,c2,d5,639,f0,g2,h3,i2,j0,k1,l2,30,n2,o1,p0,q2,r1,s0,t1,u0
a1,48,c2,d3,5951,f0,g2,h1,i1,j0,k1,l0,22,n2,o1,p0,q2,r1,s0,t1,u0
a1,36,c0,d3,3804,f0,g2,h3,i1,j0,k0,l2,42,n2,o1,p0,q2,r1,s1,t1,u0
a3,36,c3,d3,4463,f0,g2,h3,i2,j0,k1,l2,26,n2,o1,p1,q3,r1,s1,t1,u0
a3,36,c3,d8,7980,f4,g1,h3,i2,j0,k3,l2,27,n2,o0,p1,q2,r1,s1,t1,u0
a2,36,c2,d3,4210,f0,g2,h3,i2,j0,k1,l2,26,n2,o1,p0,q2,r1,s0,t1,u0
a3,6,c2,d2,4611,f0,g1,h0,i1,j0,k3,l1,32,n2,o1,p0,q2,r1,s0,t1,u0
a1,24,c2,d1,11560,f0,g2,h0,i1,j0,k3,l2,23,n2,o0,p1,q3,r1,s0,t1,u0
a3,18,c0,d8,4165,f0,g2,h1,i2,j0,k1,l2,36,n1,o1,p1,q2,r0,s0,t1,u0
a1,24,c2,d2,4057,f0,g3,h2,i0,j0,k2,l2,43,n2,o1,p0,q2,r1,s1,t1,u0
a3,18,c1,d0,6458,f0,g4,h1,i2,j0,k3,l3,39,n0,o1,p1,q3,r0,s1,t1,u0
a3,12,c2,d0,1386,f2,g2,h1,i1,j0,k1,l1,26,n2,o1,p0,q2,r1,s0,t1,u0
a0,36,c2,d6,1977,f4,g4,h3,i2,j0,k3,l3,40,n2,o1,p0,q3,r1,s1,t1,u0
a1,18,c4,d2,1928,f0,g1,h1,i2,j0,k1,l0,31,n2,o1,p1,q1,r1,s0,t1,u0
a3,12,c2,d2,1123,f2,g2,h3,i1,j0,k3,l2,29,n2,o0,p0,q1,r1,s0,t1,u0
a1,24,c2,d9,11328,f0,g2,h1,i2,j1,k2,l2,29,n0,o1,p1,q3,r1,s1,t1,u0
a1,24,c4,d9,11938,f0,g2,h1,i2,j1,k2,l2,39,n2,o1,p1,q3,r0,s1,t1,u0
a1,27,c4,d3,2520,f2,g2,h3,i2,j0,k1,l1,23,n2,o1,p1,q1,r1,s0,t1,u0
a1,30,c3,d3,1919,f1,g1,h3,i2,j0,k2,l3,30,n1,o1,p1,q3,r1,s0,t1,u0
a1,60,c1,d9,14782,f1,g4,h2,i1,j0,k3,l3,60,n0,o2,p1,q3,r1,s1,t1,u0
a1,36,c2,d3,2671,f1,g2,h3,i1,j1,k3,l3,50,n2,o2,p0,q2,r1,s0,t1,u0
a1,36,c2,d6,12612,f1,g2,h0,i2,j0,k3,l3,47,n2,o2,p0,q2,r0,s1,t1,u0
a1,45,c2,d3,3031,f1,g2,h3,i2,j2,k3,l1,21,n2,o0,p0,q2,r1,s0,t1,u0
a0,12,c1,d3,626,f0,g2,h3,i1,j0,k3,l0,24,n0,o1,p0,q1,r1,s0,t1,u0
a1,24,c4,d8,1935,f0,g4,h3,i0,j0,k3,l0,31,n2,o1,p1,q2,r1,s1,t1,u0
a2,24,c4,d0,1344,f4,g3,h3,i2,j0,k1,l0,37,n0,o1,p1,q1,r0,s0,t1,u0
a3,18,c2,d2,1533,f0,g1,h3,i3,j1,k0,l1,43,n2,o1,p0,q1,r0,s0,t1,u0
a0,48,c2,d0,3931,f0,g3,h3,i2,j0,k3,l3,46,n2,o2,p0,q2,r0,s0,t1,u0
a0,24,c1,d2,3349,f2,g1,h3,i2,j0,k3,l3,30,n2,o2,p0,q2,r0,s1,t1,u0
a0,36,c2,d3,2302,f0,g2,h3,i0,j0,k3,l2,31,n2,o0,p0,q2,r1,s0,t1,u0
a0,42,c2,d3,3965,f0,g1,h3,i2,j0,k2,l2,34,n2,o1,p0,q2,r1,s0,t1,u0
a0,12,c2,d3,727,f1,g1,h3,i3,j0,k2,l3,33,n2,o1,p0,q1,r1,s1,t1,u0
a3,48,c2,d8,3914,f4,g2,h3,i0,j0,k1,l0,38,n0,o1,p0,q2,r1,s0,t1,u0
a0,48,c2,d8,4308,f0,g1,h2,i1,j0,k3,l1,24,n2,o0,p0,q2,r1,s0,t1,u0
a1,12,c2,d3,1534,f0,g1,h0,i3,j0,k0,l0,23,n2,o0,p0,q2,r1,s0,t1,u0
a3,18,c4,d0,2775,f0,g3,h1,i2,j0,k1,l1,31,n0,o1,p1,q2,r1,s0,t1,u0
a0,40,c4,d6,5998,f0,g2,h3,i2,j0,k2,l3,27,n0,o1,p0,q2,r1,s1,t1,u0
a2,15,c4,d3,1271,f4,g2,h2,i2,j0,k3,l3,39,n2,o2,p1,q2,r1,s1,t1,u0
a1,12,c2,d0,1295,f0,g1,h2,i1,j0,k0,l2,25,n2,o0,p0,q2,r1,s0,t1,u0
a1,36,c2,d1,9398,f0,g1,h0,i3,j0,k3,l2,28,n2,o0,p0,q3,r1,s1,t1,u0
a1,12,c2,d2,951,f1,g1,h3,i1,j0,k3,l2,27,n0,o0,p3,q2,r1,s0,t1,u0
a1,24,c2,d0,1355,f0,g1,h2,i1,j0,k3,l2,25,n2,o1,p0,q1,r1,s1,t1,u0
a0,48,c2,d4,3051,f0,g2,h2,i2,j0,k3,l2,54,n2,o1,p0,q2,r1,s0,t1,u0
a3,36,c4,d0,7855,f0,g2,h3,i1,j0,k1,l0,25,n1,o1,p1,q2,r1,s1,t1,u0
a3,18,c2,d3,433,f0,g0,h2,i1,j1,k3,l0,22,n2,o0,p0,q2,r1,s0,t1,u0
a3,36,c3,d8,9572,f0,g1,h0,i0,j0,k0,l2,28,n2,o1,p1,q2,r1,s0,t1,u0
a1,24,c1,d6,1837,f0,g3,h3,i1,j0,k3,l3,34,n0,o2,p0,q1,r1,s0,t1,u0
a1,30,c4,d0,4249,f0,g0,h3,i3,j0,k1,l2,28,n2,o1,p1,q3,r1,s0,t1,u0
a1,30,c4,d0,5234,f0,g0,h3,i3,j0,k1,l2,28,n2,o1,p1,q3,r1,s0,t1,u0
a0,48,c2,d3,6758,f0,g2,h2,i1,j0,k1,l2,31,n2,o1,p0,q2,r1,s1,t1,u0
a0,9,c2,d3,1366,f0,g1,h2,i1,j0,k3,l1,22,n2,o0,p0,q2,r1,s0,t1,u0
a0,24,c1,d9,1358,f4,g4,h3,i2,j0,k2,l2,40,n1,o1,p0,q3,r1,s1,t1,u0
a0,18,c2,d2,2473,f0,g0,h3,i2,j0,k0,l2,25,n2,o1,p0,q0,r1,s0,t1,u0
a2,9,c0,d3,1337,f0,g1,h3,i2,j0,k1,l2,34,n2,o1,p1,q3,r1,s1,t1,u0
a0,48,c2,d0,7763,f0,g4,h3,i2,j0,k3,l3,42,n0,o2,p0,q3,r1,s0,t1,u0
a1,15,c1,d0,1264,f1,g2,h1,i3,j0,k1,l1,25,n2,o0,p0,q2,r1,s0,t1,u0
a1,15,c2,d0,2631,f1,g2,h1,i1,j0,k3,l2,28,n2,o0,p1,q2,r1,s1,t1,u0
a1,48,c2,d0,6560,f1,g3,h2,i2,j0,k1,l1,24,n2,o1,p0,q2,r1,s0,t1,u0
a0,24,c2,d0,3123,f0,g1,h3,i1,j0,k0,l1,27,n2,o1,p0,q2,r1,s0,t1,u0
a0,36,c4,d6,8065,f0,g2,h2,i1,j0,k1,l3,25,n2,o1,p1,q3,r1,s1,t1,u0
a0,24,c2,d3,2439,f0,g1,h3,i1,j0,k3,l0,35,n2,o1,p0,q2,r1,s1,t1,u0
a1,36,c2,d2,9034,f1,g1,h3,i2,j1,k0,l3,29,n2,o0,p0,q3,r1,s1,t1,u0
a1,60,c2,d0,14027,f0,g3,h3,i2,j0,k1,l3,27,n2,o1,p0,q3,r1,s1,t1,u0
a0,36,c4,d1,9629,f0,g3,h3,i2,j0,k3,l2,24,n2,o1,p1,q2,r1,s1,t1,u0
a1,12,c2,d3,1484,f4,g2,h1,i3,j0,k0,l0,25,n2,o1,p0,q2,r1,s1,t1,u0
a0,18,c2,d2,1131,f0,g0,h3,i1,j0,k1,l2,33,n2,o1,p0,q2,r1,s0,t1,u0
a1,24,c3,d2,2064,f0,g0,h2,i1,j0,k1,l1,34,n2,o1,p0,q3,r1,s1,t1,u0
a1,18,c2,d1,12976,f0,g0,h2,i1,j0,k3,l3,38,n2,o2,p0,q3,r1,s1,t1,u0
a3,21,c3,d8,2580,f2,g1,h3,i2,j0,k1,l0,41,n0,o1,p0,q1,r0,s0,t1,u0
a3,27,c2,d0,2570,f0,g2,h2,i1,j0,k2,l0,21,n2,o0,p0,q2,r1,s0,t1,u0
a1,27,c2,d8,3915,f0,g2,h3,i2,j0,k1,l2,36,n2,o1,p0,q2,r0,s1,t1,u0
a3,10,c2,d0,1309,f4,g2,h3,i2,j2,k3,l1,27,n2,o1,p0,q1,r1,s0,t1,u0
a0,24,c2,d0,4817,f0,g3,h1,i2,j1,k2,l1,31,n2,o1,p0,q2,r1,s1,t1,u0
a0,12,c2,d0,2579,f0,g1,h3,i2,j0,k0,l0,33,n2,o1,p0,q1,r0,s0,t1,u0
a1,36,c3,d0,2225,f0,g4,h3,i2,j0,k3,l3,57,n0,o2,p1,q2,r1,s1,t1,u0
a0,18,c2,d2,4153,f0,g2,h1,i2,j1,k2,l2,42,n2,o1,p0,q2,r1,s0,t1,u0
a0,18,c0,d2,3114,f0,g1,h0,i1,j0,k3,l1,26,n2,o0,p0,q2,r1,s0,t1,u0
a0,18,c4,d2,2124,f0,g2,h3,i1,j0,k3,l0,24,n2,o0,p1,q2,r1,s0,t1,u0
a0,18,c1,d2,1553,f0,g2,h3,i2,j0,k2,l2,44,n0,o1,p0,q2,r1,s0,t1,u0
a0,30,c2,d2,2406,f0,g3,h3,i1,j0,k3,l0,23,n2,o0,p0,q2,r1,s0,t1,u0
a0,24,c3,d0,1333,f0,g0,h3,i2,j0,k1,l0,43,n2,o2,p1,q2,r0,s0,t1,u0
a0,48,c0,d2,7119,f0,g2,h2,i2,j0,k3,l3,53,n2,o2,p1,q2,r0,s0,t1,u0
