age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
30,79303,11,0,0,60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
37,184117,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
28,200515,10,0,0,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
35,296478,10,0,0,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
22,134746,6,0,0,40,Private,10th,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
42,113324,9,0,0,40,Private,HS-grad,Widowed,Sales,Unmarried,White,Male,United-States,<=50K
29,264166,11,0,0,45,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,Columbia,<=50K
30,88913,10,0,0,40,Private,Some-college,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,United-States,<=50K
27,126060,11,0,0,35,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
17,44789,10,0,0,15,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
43,248476,13,0,0,60,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
30,234824,9,0,0,72,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
41,22155,14,0,0,60,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
57,35561,9,0,0,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
32,379412,10,0,0,40,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
41,806552,10,0,0,50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
44,147206,10,0,0,12,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
56,231232,13,0,0,30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Canada,<=50K
35,168322,7,0,0,40,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
36,115336,11,0,0,50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
28,30912,12,0,0,40,Private,Assoc-acdm,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
40,219591,6,0,0,50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
29,216481,14,0,0,40,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
18,71076,9,0,0,40,?,HS-grad,Never-married,?,Own-child,White,Male,United-States,<=50K
28,715938,13,0,0,40,Private,Bachelors,Never-married,Craft-repair,Own-child,Black,Male,United-States,<=50K
53,164198,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,>50K
34,204461,14,0,0,50,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
23,190290,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
47,104521,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31,115963,7,0,0,40,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
27,59068,9,0,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
30,53373,13,0,0,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
46,27802,12,0,0,38,State-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
20,39615,10,0,0,40,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
46,160061,10,0,0,40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
29,53448,8,0,0,50,Private,12th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,China,<=50K
31,193285,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
29,338270,9,0,0,40,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
22,334693,10,0,0,40,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
24,127139,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
48,129777,9,0,0,40,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,United-States,<=50K
28,162404,13,0,0,60,Private,Bachelors,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
32,240888,12,0,0,40,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
47,115613,9,0,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
74,211075,9,0,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
43,111949,9,0,0,35,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
56,62539,7,0,0,65,Self-emp-not-inc,11th,Widowed,Other-service,Unmarried,White,Female,Greece,>50K
57,38430,4,0,0,40,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Unmarried,White,Male,United-States,<=50K
49,50282,10,3325,0,45,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
32,62272,9,0,0,40,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
23,256278,4,0,0,30,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,El-Salvador,<=50K
36,133655,9,0,0,40,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,United-States,<=50K
58,156040,12,0,1848,40,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,>50K
38,163204,9,0,1740,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
21,240063,9,0,0,48,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
21,416103,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
47,93449,9,0,0,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Japan,<=50K
30,187203,13,0,0,40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
34,426431,10,0,0,48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
33,42485,7,0,0,70,Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
25,374163,8,0,0,60,Private,12th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,Mexico,<=50K
48,236197,8,0,0,40,Private,12th,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,Guatemala,<=50K
28,34532,13,0,0,30,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Male,Jamaica,<=50K
68,103161,9,0,0,32,?,HS-grad,Widowed,?,Not-in-family,White,Male,United-States,<=50K
27,266973,9,0,0,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
31,236487,13,0,0,40,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Germany,<=50K
31,358461,10,0,0,40,State-gov,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,United-States,<=50K
25,212311,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
33,313729,14,0,0,60,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
40,205175,9,0,0,37,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,United-States,<=50K
34,39609,11,0,0,40,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
33,204742,10,0,0,44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
20,227491,9,0,0,25,Private,HS-grad,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
33,460408,9,3325,0,50,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
66,188686,13,0,0,4,?,Bachelors,Married-civ-spouse,?,Wife,White,Female,United-States,<=50K
60,266983,9,0,0,32,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
60,188236,9,0,0,40,?,HS-grad,Divorced,?,Not-in-family,White,Female,United-States,<=50K
50,233363,7,0,0,40,Private,11th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
21,72593,9,0,0,40,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
58,49893,10,0,0,45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
34,215047,10,0,0,45,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
29,210867,7,0,0,40,Private,11th,Separated,Craft-repair,Unmarried,White,Male,United-States,<=50K
45,311671,11,3908,0,40,Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
23,309055,10,0,0,20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
31,247444,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Columbia,<=50K
57,199546,14,0,0,40,Local-gov,Masters,Divorced,Other-service,Unmarried,Black,Female,United-States,<=50K
45,145290,9,0,0,40,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
25,167571,10,0,0,25,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
21,234640,9,0,0,47,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
41,171615,10,0,0,48,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
18,184101,10,0,0,25,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
43,155106,11,0,0,40,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
28,196690,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
18,165532,8,0,0,15,Private,12th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
22,496025,10,0,0,40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,<=50K
24,117959,9,4386,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
21,294789,10,0,0,25,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
63,266565,9,0,0,27,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
34,170276,13,0,0,10,?,Bachelors,Married-civ-spouse,?,Wife,White,Female,United-States,>50K
74,236012,4,0,0,20,State-gov,7th-8th,Widowed,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
22,381741,9,0,0,40,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
56,287833,10,0,0,35,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
38,248919,9,0,2051,40,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
25,108301,9,0,0,20,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
58,166258,10,0,0,50,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
59,359292,2,0,0,40,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,<=50K
23,147548,9,0,0,30,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
25,128699,13,0,0,45,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
53,335481,9,0,0,32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,<=50K
33,176185,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
41,200009,6,0,0,40,Private,10th,Divorced,Handlers-cleaners,Unmarried,White,Female,United-States,<=50K
39,342768,10,0,0,40,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
54,200098,13,0,0,60,Private,Bachelors,Divorced,Sales,Not-in-family,Black,Female,United-States,<=50K
52,209642,9,0,0,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
46,334421,13,0,0,40,Private,Bachelors,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,China,<=50K
27,37933,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
40,355856,13,0,0,40,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,United-States,<=50K
46,110457,14,0,0,55,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
41,123502,10,0,0,40,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
68,182131,10,10605,0,20,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
49,391585,13,15024,0,40,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
37,154410,9,0,0,60,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
30,263150,9,0,0,20,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
40,164678,12,0,0,32,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
27,191628,9,2174,0,40,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,United-States,<=50K
45,36228,13,4386,0,35,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
28,113987,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,<=50K
35,139770,9,6849,0,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
66,151793,4,0,0,10,Private,7th-8th,Widowed,Other-service,Not-in-family,Black,Female,United-States,<=50K
24,233280,12,0,0,37,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,United-States,<=50K
75,239038,10,0,0,16,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
27,206903,13,0,0,35,Private,Bachelors,Never-married,Handlers-cleaners,Unmarried,White,Male,United-States,<=50K
27,107218,9,0,0,40,Private,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
44,187322,13,0,0,40,Private,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
56,32604,10,0,0,40,?,Some-college,Never-married,?,Not-in-family,Black,Female,United-States,<=50K
24,184216,10,0,0,40,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
32,244665,9,5178,0,45,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
39,203180,10,0,0,45,Private,Some-college,Divorced,Farming-fishing,Unmarried,White,Female,United-States,<=50K
23,175183,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
25,190650,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,Taiwan,<=50K
46,186256,10,0,1902,55,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
39,108943,7,0,0,40,Private,11th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
26,143583,14,0,0,40,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
51,357949,13,0,0,16,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
29,201155,5,0,0,48,Private,9th,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
23,256755,13,0,0,40,Private,Bachelors,Never-married,Handlers-cleaners,Other-relative,White,Female,Cuba,<=50K
36,75073,10,0,0,55,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
46,298786,10,0,0,40,State-gov,Some-college,Never-married,Other-service,Own-child,Black,Female,United-States,<=50K
67,160158,10,0,0,8,State-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
49,228372,10,0,0,20,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,>50K
45,121124,15,0,0,50,Self-emp-inc,Prof-school,Never-married,Craft-repair,Not-in-family,White,Male,United-States,>50K
32,236543,8,0,0,54,Private,12th,Divorced,Protective-serv,Own-child,White,Male,Mexico,<=50K
27,376150,10,0,0,25,Private,Some-college,Married-spouse-absent,Sales,Not-in-family,White,Female,United-States,<=50K
56,179594,9,0,0,48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
37,236359,10,0,0,37,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
44,84141,13,0,0,65,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
41,166740,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
27,384308,10,0,0,45,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
39,176296,12,0,0,60,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,<=50K
17,231439,7,0,0,30,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
58,119386,11,0,0,60,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
45,140644,16,0,0,45,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K
38,194630,13,4787,0,43,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,United-States,>50K
45,461725,9,0,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
26,276309,10,0,0,20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Female,United-States,<=50K
26,201663,14,0,0,40,Private,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,United-States,<=50K
24,262570,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
22,27937,10,0,0,36,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
38,154541,12,4386,0,40,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
58,200316,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
20,277700,1,0,0,32,Private,Preschool,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
34,211239,13,6497,0,40,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
31,220915,11,0,0,40,Private,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,United-States,<=50K
19,264390,10,0,2001,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
25,121102,12,0,2001,30,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
41,277783,10,0,2001,50,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
36,183612,9,0,1977,40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
46,151325,6,0,0,40,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
23,101094,10,0,0,60,State-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,United-States,<=50K
23,218215,12,0,0,35,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
23,45834,13,0,0,50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
47,195963,4,0,0,48,Private,7th-8th,Never-married,Transport-moving,Not-in-family,Other,Male,Puerto-Rico,<=50K
58,111625,13,8614,0,40,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Male,United-States,>50K
59,190748,9,0,0,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
56,36990,9,0,0,52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
36,131192,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
46,165346,14,0,0,8,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
35,176544,10,0,1741,50,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K
44,157614,9,0,0,38,Private,HS-grad,Divorced,Sales,Own-child,White,Male,United-States,<=50K
28,334368,11,4650,0,40,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
37,314963,10,0,0,40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
30,356689,13,0,0,30,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Japan,<=50K
44,159449,10,0,0,80,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
49,125421,9,0,0,38,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
45,331482,13,0,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
25,371987,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
53,151159,6,0,0,99,Self-emp-not-inc,10th,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,United-States,<=50K
42,193995,10,0,0,38,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
44,178385,14,0,0,48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,India,<=50K
39,144860,13,0,0,40,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
21,118712,11,0,1504,40,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
63,153894,11,0,0,24,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,Puerto-Rico,<=50K
40,271393,12,0,0,40,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
32,171116,9,0,0,40,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,United-States,<=50K
48,148549,12,0,0,50,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
19,167149,10,0,0,25,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
21,379525,10,4416,0,24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
31,202822,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
47,318360,12,0,0,55,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
52,168553,9,0,1977,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
36,229180,10,0,0,40,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,Cuba,<=50K
27,73587,9,0,0,35,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
51,183611,12,0,0,55,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Male,Germany,<=50K
52,94988,3,0,0,50,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
43,129573,9,0,0,44,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Female,United-States,<=50K
26,157617,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Poland,<=50K
37,152587,10,0,0,40,Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
29,225024,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
40,179533,9,0,0,75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
24,379066,10,0,2205,24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
25,199143,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,United-States,<=50K
27,134566,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
25,120596,13,0,0,44,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
32,97614,10,0,0,40,Federal-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
38,149347,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
69,159077,7,0,0,48,?,11th,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
26,184303,3,0,0,8,Private,5th-6th,Married-spouse-absent,Priv-house-serv,Other-relative,White,Female,El-Salvador,<=50K
48,185079,9,0,0,50,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
21,190916,10,0,0,20,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
62,242341,10,0,0,40,Local-gov,Some-college,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
41,79864,11,0,0,40,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
46,273771,13,99999,0,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
18,56613,10,0,0,20,Private,Some-college,Never-married,Protective-serv,Own-child,White,Female,United-States,<=50K
36,198587,13,0,0,40,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
34,62374,9,0,0,48,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
42,89942,10,0,0,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
31,183855,7,0,0,20,?,11th,Never-married,?,Unmarried,White,Female,United-States,<=50K
22,131573,10,0,0,25,Local-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Female,United-States,<=50K
21,311570,12,0,0,35,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
21,267040,6,0,0,40,Private,10th,Never-married,Prof-specialty,Unmarried,Black,Female,United-States,<=50K
37,212465,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
37,126954,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
40,67874,13,0,1887,45,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
23,214542,10,0,0,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
29,167544,12,0,0,13,Local-gov,Assoc-acdm,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
